Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rank
Anon_Course_339,Design,69,2048,74.12693068,Platform3,117.2958528,4.231378817
Anon_Course_340,Finance,69,3648,91.44352271,Platform2,110.2707879,4.712423467
Anon_Course_341,Finance,69,3203,91.01713289,Platform2,112.8248009,4.697096538
Anon_Course_342,Finance,69,2811,72.36348869,Platform1,112.9548114,4.178058644
Anon_Course_343,Finance,69,2257,88.06040336,Platform4,109.4464086,4.007653028
Anon_Course_344,Finance,69,3669,78.63443486,Platform1,113.5825667,4.34225771
Anon_Course_345,Finance,69,3149,84.69107443,Platform4,109.0516874,4.273206356
Anon_Course_346,Marketing,69,4097,85.58999971,Platform3,108.240555,4.730956562
Anon_Course_347,Programming,69,3422,85.56457483,Platform3,139.3735955,4.602880498
Anon_Course_348,Technology,69,3807,86.00402779,Platform1,112.927842,4.633424212
Anon_Course_349,AI,70,2386,75.24920862,Platform2,114.0116178,4.109672757
Anon_Course_350,AI,70,2504,77.91148989,Platform3,106.7666298,4.091009107
Anon_Course_351,AI,70,4292,88.2517235,Platform4,112.5005109,4.935692629
Anon_Course_352,AI,70,3333,82.82206789,Platform2,127.8620638,4.920516479
Anon_Course_353,AI,70,2976,72.72108481,Platform2,135.0849724,4.208930617
Anon_Course_354,Business,70,3971,83.0463668,Platform2,116.3309,4.717610301
Anon_Course_355,Business,70,3344,83.25675204,Platform3,101.6819242,4.464203835
Anon_Course_356,Business,70,3301,79.61478163,Platform1,139.8216679,4.579764992
Anon_Course_357,Data Science,70,3931,81.72386275,Platform2,124.8880985,4.460381906
Anon_Course_358,Data Science,70,2167,87.91331499,Platform2,128.4264022,4.244040546
Anon_Course_359,Finance,70,3410,77.98573077,Platform3,107.2113067,4.343108748
Anon_Course_360,Marketing,70,4725,97.42461314,Platform4,115.9696218,4.972239223
Anon_Course_361,Office Tools,70,2162,84.84398219,Platform4,113.452443,4.332178624
Anon_Course_362,Office Tools,70,4599,88.58178176,Platform1,132.0652861,4.960059712
Anon_Course_363,Programming,70,3021,80.2149496,Platform3,101.8526074,4.613793563
Anon_Course_364,Programming,70,3023,89.88829453,Platform2,101.7559347,4.322152005
Anon_Course_365,Programming,70,3070,95.00175362,Platform3,111.2174442,4.735906331
Anon_Course_366,Programming,70,2144,77.10934388,Platform4,119.5462596,4.085374533
Anon_Course_367,Technology,70,2365,72.87811216,Platform3,115.4322355,4.290018006
Anon_Course_368,AI,71,3242,72.09151106,Platform1,117.6621142,4.592177477
Anon_Course_369,AI,71,4443,93.23336623,Platform4,105.0882052,4.703234623
Anon_Course_370,Business,71,2413,87.25720237,Platform3,109.8101586,4.067483372
Anon_Course_371,Data Science,71,2144,74.3866257,Platform2,117.3402981,4.280825934
Anon_Course_372,Design,71,3096,79.34153276,Platform2,115.2030764,4.385510418
Anon_Course_373,Design,71,3698,96.20312323,Platform1,133.7099842,4.925138135
Anon_Course_374,Finance,71,3028,99.64503738,Platform4,111.4238397,4.904661594
Anon_Course_375,Finance,71,2595,81.43555066,Platform3,111.4496829,4.146281095
Anon_Course_376,Finance,71,4702,80.10114627,Platform3,129.5095135,4.800968723
Anon_Course_377,Marketing,71,3169,99.52832282,Platform4,114.9158767,4.895218302
Anon_Course_378,Office Tools,71,3341,85.57669399,Platform3,109.426433,4.539664175
Anon_Course_379,Office Tools,71,3323,92.10938757,Platform2,101.628558,4.968610482
Anon_Course_380,Programming,71,2874,85.78486575,Platform1,115.2066604,4.129898243
Anon_Course_381,Programming,71,3329,81.58128013,Platform1,106.6266153,4.438277673
Anon_Course_382,Technology,71,3224,74.44949643,Platform3,106.1292533,4.198674586
Anon_Course_383,AI,72,3221,96.07486364,Platform1,107.3105582,4.859274532
Anon_Course_384,Business,72,4457,81.07983886,Platform3,131.5476354,4.997626903
Anon_Course_385,Data Science,72,2055,79.55023733,Platform3,116.574676,4.077688442
Anon_Course_386,Design,72,4238,97.62065768,Platform2,115.7266477,4.611007764
Anon_Course_387,Design,72,3089,97.2289633,Platform2,108.8115602,4.689476968
Anon_Course_388,Design,72,2341,83.93139078,Platform4,101.32681,4.002059072
Anon_Course_389,Design,72,3878,85.8234655,Platform2,117.0561545,4.288323003
Anon_Course_390,Design,72,3085,96.05515238,Platform1,105.4572049,4.721428363
Anon_Course_391,Finance,72,3269,85.3411832,Platform2,114.3455256,4.473683181
Anon_Course_392,Marketing,72,3713,88.64621473,Platform1,115.4065368,4.62391943
Anon_Course_393,Marketing,72,3473,75.26082911,Platform2,108.4003618,4.406449405
Anon_Course_394,Office Tools,72,2288,76.75718432,Platform3,135.8054934,4.219629229
Anon_Course_395,Programming,72,4633,97.41278421,Platform2,102.2871972,4.815316705
Anon_Course_396,Programming,72,2404,71.57934757,Platform4,146.7990997,4.292151126
Anon_Course_397,Technology,72,3079,74.99276423,Platform2,118.3300925,4.472729012
Anon_Course_398,Technology,72,4294,93.90629392,Platform4,100.8992839,4.852793177
Anon_Course_399,Technology,72,3241,71.10120414,Platform4,138.8468854,4.423790906
Anon_Course_400,AI,73,3893,83.91511185,Platform1,117.3166146,4.635321463
Anon_Course_401,AI,73,3820,77.41845514,Platform3,149.5605011,4.454383693
Anon_Course_402,Business,73,4541,96.30942056,Platform4,118.2596027,4.806977679
Anon_Course_403,Data Science,73,3554,72.78351928,Platform3,106.2554744,4.606203121
Anon_Course_404,Data Science,73,4150,87.76794323,Platform4,113.4289176,4.81715009
Anon_Course_405,Data Science,73,3884,91.30112589,Platform1,100.2472277,4.648183071
Anon_Course_406,Design,73,3382,85.71336883,Platform1,116.3411147,4.397735342
Anon_Course_407,Finance,73,4376,96.31440101,Platform4,108.2345024,4.988274044
Anon_Course_408,Finance,73,3571,84.02549636,Platform4,111.409192,4.84607722
Anon_Course_409,Finance,73,2503,70.03968608,Platform2,119.9197614,4.200844498
Anon_Course_410,Finance,73,3104,86.55302965,Platform3,109.0723083,4.758812405
Anon_Course_411,Marketing,73,3494,76.0845798,Platform4,118.6203369,4.497326796
Anon_Course_412,Marketing,73,2682,71.81406621,Platform2,119.5180477,4.172540534
Anon_Course_413,Office Tools,73,3142,94.71380846,Platform4,106.9008021,4.843486906
Anon_Course_414,Office Tools,73,4745,84.12213725,Platform3,114.1640494,4.905211661
Anon_Course_415,Business,74,2742,71.18436454,Platform4,111.6874753,4.007841976
Anon_Course_416,Data Science,74,2482,74.20426856,Platform3,117.8653037,4.111784686
Anon_Course_417,Design,74,3997,88.66266384,Platform4,112.7370945,4.334598671
Anon_Course_418,Design,74,3599,87.28339694,Platform2,118.2814598,4.419124494
Anon_Course_419,Design,74,3171,72.74731654,Platform2,120.8654467,4.492780839
Anon_Course_420,Finance,74,3024,82.52556832,Platform4,116.6727919,4.372688695
Anon_Course_421,Finance,74,3505,71.47925232,Platform1,124.5421059,4.270715445
Anon_Course_422,Office Tools,74,3481,97.57292111,Platform3,119.9907255,4.963896874
Anon_Course_423,Office Tools,74,3987,71.09394211,Platform2,109.5906744,4.678863132
Anon_Course_424,Office Tools,74,3397,99.70187945,Platform4,102.0416395,4.969895422
Anon_Course_425,Programming,74,4137,91.18608275,Platform2,115.3183305,4.905697339
Anon_Course_426,Programming,74,3654,80.98074942,Platform3,113.3532877,4.505116001
Anon_Course_427,Programming,74,3297,79.08656666,Platform2,101.409538,4.425235327
Anon_Course_428,Programming,74,2337,81.72018429,Platform4,108.5278773,4.021126721
Anon_Course_429,Technology,74,2808,83.42958264,Platform2,116.9404748,4.153385519
Anon_Course_430,AI,75,4860,96.06841589,Platform2,101.8262579,4.73412765
Anon_Course_431,AI,75,3910,89.26936343,Platform3,119.2404281,4.7395287
Anon_Course_432,Business,75,4049,87.72054058,Platform1,112.8081524,4.622211884
Anon_Course_433,Business,75,2621,70.01376276,Platform1,134.1291065,4.032935257
Anon_Course_434,Data Science,75,3893,97.90843748,Platform1,128.623722,4.973297597
Anon_Course_435,Data Science,75,3064,90.38849645,Platform1,133.6356969,4.992792667
Anon_Course_436,Marketing,75,2637,72.82702087,Platform2,110.8278521,4.234242072
Anon_Course_437,Marketing,75,3799,96.7956851,Platform2,113.0782815,4.613152755
Anon_Course_438,Marketing,75,2516,80.12692571,Platform1,115.2218245,4.198476554
Anon_Course_439,Marketing,75,3996,79.97844592,Platform3,118.8609054,4.499721677
Anon_Course_440,Marketing,75,2239,72.68137824,Platform3,110.5764096,4.163526842
Anon_Course_441,Marketing,75,3593,83.47092231,Platform4,141.4908244,4.561273974
Anon_Course_442,Technology,75,3890,91.2034557,Platform2,135.7175888,4.900223678
Anon_Course_443,AI,76,3485,82.83574956,Platform1,114.9954779,4.536234453
Anon_Course_444,AI,76,2378,78.85639243,Platform2,103.6562385,4.285149317
Anon_Course_445,AI,76,4379,89.73153925,Platform4,127.8423583,4.721503932
Anon_Course_446,Business,76,3164,87.40002872,Platform4,108.7290287,4.896333556
Anon_Course_447,Business,76,3640,85.01326236,Platform1,115.1870988,4.488237667
Anon_Course_448,Business,76,2732,76.99325814,Platform4,107.6936346,4.149453417
Anon_Course_449,Business,76,4189,99.49016103,Platform4,145.8258463,4.809191851
Anon_Course_450,Data Science,76,3677,76.90057785,Platform3,142.1618985,4.42080933
Anon_Course_451,Design,76,3073,79.32560465,Platform3,110.9884107,4.268337533
Anon_Course_452,Design,76,4263,91.79877492,Platform3,100.9581833,4.709122871
Anon_Course_453,Design,76,2793,75.88500242,Platform2,112.0801083,4.21166939
Anon_Course_454,Design,76,3013,84.11008417,Platform1,109.1528875,4.718324733
Anon_Course_455,Office Tools,76,3274,83.4118196,Platform4,118.4568311,4.478672286
Anon_Course_456,Office Tools,76,3144,96.22320397,Platform3,106.8768884,4.731261244
Anon_Course_457,Office Tools,76,2410,76.78836468,Platform4,109.7403443,4.341779836
Anon_Course_458,Office Tools,76,2548,70.91701783,Platform3,144.2275193,4.16991006
Anon_Course_459,Programming,76,4780,95.47797293,Platform4,103.6968387,4.815325395
Anon_Course_460,Programming,76,3892,94.75094849,Platform2,105.4430071,4.720134373
Anon_Course_461,Technology,76,3944,87.70069044,Platform2,111.8247971,4.329044213
Anon_Course_462,AI,77,4847,89.86413731,Platform2,110.5352535,4.67877969
Anon_Course_463,AI,77,3162,77.15255887,Platform2,136.1391936,4.402444256
Anon_Course_464,Business,77,3841,75.44587518,Platform3,116.9728202,4.599476186
Anon_Course_465,Business,77,2358,84.21554342,Platform3,118.1713711,4.157656713
Anon_Course_466,Business,77,2805,71.73329326,Platform1,110.5284105,4.067256155
Anon_Course_467,Business,77,3134,74.7897764,Platform3,142.4713849,4.482171258
Anon_Course_468,Data Science,77,4350,85.66899672,Platform2,115.9023606,4.848275815
Anon_Course_469,Finance,77,3670,81.39513723,Platform1,114.5931413,4.75545246
Anon_Course_470,Finance,77,3429,90.93644662,Platform3,105.8208033,4.881621977
Anon_Course_471,Finance,77,2866,78.98291029,Platform1,116.3224745,4.027885722
Anon_Course_472,Finance,77,3832,98.53482526,Platform2,140.2217547,4.958176453
Anon_Course_473,Office Tools,77,3133,82.49924797,Platform1,102.4354386,4.422799484
Anon_Course_474,Office Tools,77,3396,83.62216947,Platform2,100.2594965,4.432442955
Anon_Course_475,Office Tools,77,3799,81.18434492,Platform3,121.1327925,4.548592647
Anon_Course_476,Programming,77,2144,81.29631287,Platform2,112.4983401,4.008330099
Anon_Course_477,Technology,77,3967,93.20412575,Platform1,102.6367144,4.734414155
Anon_Course_478,AI,78,3751,77.388852,Platform1,113.931991,4.609039684
Anon_Course_479,AI,78,2907,79.90351293,Platform2,124.8017591,4.056408925
Anon_Course_480,Business,78,3553,88.39882313,Platform2,110.1963253,4.764107345
Anon_Course_481,Data Science,78,4549,86.71713847,Platform1,116.5897527,4.911221114
Anon_Course_482,Data Science,78,3115,82.45068589,Platform1,105.5433445,4.368495183
Anon_Course_483,Data Science,78,3813,78.2824044,Platform1,104.4414954,4.436119093
Anon_Course_484,Data Science,78,4396,93.26148106,Platform3,148.2396689,4.743026586
Anon_Course_485,Design,78,3010,87.61902619,Platform1,125.9959079,4.750108694
Anon_Course_486,Design,78,2783,72.84493122,Platform3,136.1705484,4.211593596
Anon_Course_487,Finance,78,2879,77.49144558,Platform4,136.782298,4.068014431
Anon_Course_488,Marketing,78,3984,73.82331378,Platform2,109.6534092,4.453515407
Anon_Course_489,Marketing,78,3811,85.05885164,Platform1,109.9363537,4.295353765
Anon_Course_490,Office Tools,78,3263,91.04088869,Platform2,108.2254554,4.75937512
Anon_Course_491,Office Tools,78,3313,95.79306769,Platform4,113.5054077,4.814577709
Anon_Course_492,Office Tools,78,3219,97.92500277,Platform1,114.2143816,4.867621968
Anon_Course_493,Programming,78,3676,80.45977392,Platform3,116.2645901,4.465440607
Anon_Course_494,Programming,78,3023,96.96470134,Platform3,106.6507749,4.663133099
Anon_Course_495,Programming,78,3030,94.01583104,Platform4,116.3493825,4.863693628
Anon_Course_496,Technology,78,3474,79.89337644,Platform4,111.6111802,4.467504599
Anon_Course_497,AI,79,3556,98.49543652,Platform4,114.6755793,4.91279748
Anon_Course_498,AI,79,3594,81.25515159,Platform3,115.4890091,4.688898629
Anon_Course_499,AI,79,4150,97.10364323,Platform3,104.282524,4.815917654
Anon_Course_500,Business,79,3983,75.77920187,Platform1,100.7858927,4.590510929
Anon_Course_501,Business,79,3183,80.42895442,Platform2,131.0972058,4.888925564
Anon_Course_502,Data Science,79,3071,91.86301783,Platform4,104.6861592,4.955943134
Anon_Course_503,Data Science,79,3618,93.40623572,Platform1,130.8762747,4.937515054
Anon_Course_504,Design,79,3704,86.98969795,Platform2,101.7838959,4.847222622
Anon_Course_505,Design,79,2949,75.9391499,Platform3,108.5104096,4.112080136
Anon_Course_506,Design,79,2572,79.52826786,Platform2,104.1658781,4.166634084
Anon_Course_507,Design,79,3301,88.00664226,Platform3,104.2043929,4.682396902
Anon_Course_508,Design,79,3145,72.17341786,Platform4,111.7676232,4.433145741
Anon_Course_509,Design,79,4860,99.58761084,Platform3,125.6509684,4.847622269
Anon_Course_510,Finance,79,2385,74.84261749,Platform1,111.4808076,4.204151353
Anon_Course_511,Marketing,79,3410,88.59120402,Platform4,106.8532635,4.414700556
Anon_Course_512,Marketing,79,2747,78.2124406,Platform3,103.3998414,4.062146588
Anon_Course_513,Marketing,79,3953,95.05094627,Platform1,110.3511392,4.594191477
Anon_Course_514,Marketing,79,3553,82.89633521,Platform4,116.7463845,4.558629656
Anon_Course_515,Programming,79,2522,76.91806104,Platform4,111.8246414,4.087417254
Anon_Course_516,Programming,79,3028,97.99716848,Platform2,134.5660517,4.92486398
Anon_Course_517,AI,80,3375,79.42150646,Platform4,126.8740787,4.361362231
Anon_Course_518,AI,80,4941,80.66400775,Platform1,139.3494692,4.808228235
Anon_Course_519,AI,80,2851,73.97491085,Platform1,130.0742538,4.193753486
Anon_Course_520,Business,80,3393,84.40944501,Platform1,117.1212034,4.606339644
Anon_Course_521,Business,80,3080,73.15628261,Platform3,136.0686647,4.353749333
Anon_Course_522,Data Science,80,2635,70.36540903,Platform4,111.7113004,4.322993029
Anon_Course_523,Data Science,80,3829,99.21644819,Platform2,127.6069239,4.754133831
Anon_Course_524,Data Science,80,3610,77.23575186,Platform4,131.7536386,4.478989745
Anon_Course_525,Design,80,2816,70.86251389,Platform4,115.069775,4.06515343
Anon_Course_526,Design,80,3368,87.60850992,Platform3,141.2921042,4.879372977
Anon_Course_527,Finance,80,4474,96.14282752,Platform2,110.4449098,4.617540224
Anon_Course_528,Finance,80,4596,75.15338307,Platform4,102.4603913,4.474343896
Anon_Course_529,Finance,80,3272,76.46535019,Platform4,131.215774,4.323222759
Anon_Course_530,Finance,80,2584,87.42563579,Platform1,134.6345974,4.073186017
Anon_Course_531,Finance,80,3096,87.58444528,Platform4,142.8712554,4.394341391
Anon_Course_532,Marketing,80,3376,82.78743957,Platform2,112.9182323,4.366034575
Anon_Course_533,Marketing,80,3936,85.92872563,Platform2,112.9466262,4.46248019
Anon_Course_534,Marketing,80,2845,77.66036102,Platform1,143.7014057,4.233232767
Anon_Course_535,Marketing,80,3331,82.77425296,Platform2,136.9301691,4.946218125
Anon_Course_536,Office Tools,80,2265,87.52567922,Platform2,121.0360361,4.294131934
Anon_Course_537,Office Tools,80,2102,89.25394708,Platform2,126.5466402,4.077236699
Anon_Course_538,Programming,80,3299,84.03878767,Platform4,117.5470145,4.901246361
Anon_Course_539,Programming,80,4191,90.31270024,Platform2,119.7861948,4.68728592
Anon_Course_540,Programming,80,3080,84.3696965,Platform4,105.9828717,4.588583115
Anon_Course_541,Programming,80,2577,70.93209836,Platform3,109.6141353,4.243868978
Anon_Course_542,Programming,80,2207,72.16531149,Platform3,137.2397062,4.077478547
Anon_Course_543,Technology,80,2689,87.02199398,Platform3,132.2341983,4.2035039
Anon_Course_544,Technology,80,2754,79.03722049,Platform1,142.8983964,4.148551736
Anon_Course_545,Technology,80,3899,78.42460004,Platform4,147.1257376,4.673957389
Anon_Course_546,Technology,80,3595,90.48162595,Platform2,132.6621747,4.780936413
Anon_Course_547,Business,81,2455,77.70260805,Platform3,174.3341839,4.09818614
Anon_Course_548,Data Science,81,3211,85.66775031,Platform2,145.0369938,4.589563647
Anon_Course_549,Data Science,81,4331,86.58670758,Platform2,182.7913607,4.954877974
Anon_Course_550,Data Science,81,2760,75.65873547,Platform3,187.9180038,4.309418033
Anon_Course_551,Design,81,3985,99.06240165,Platform3,132.6233289,4.802513976
Anon_Course_552,Design,81,3963,72.24379284,Platform3,168.0767804,4.505519162
Anon_Course_553,Design,81,3978,85.57334606,Platform3,197.7772961,4.918240137
Anon_Course_554,Finance,81,3612,98.53402627,Platform2,135.2690274,4.905309717
Anon_Course_555,Finance,81,4685,85.22653701,Platform1,130.2985046,4.577552754
Anon_Course_556,Finance,81,2450,71.91295581,Platform3,168.0168721,4.097553425
Anon_Course_557,Marketing,81,3048,76.45229899,Platform2,152.9980789,4.28255521
Anon_Course_558,Marketing,81,3580,84.07324482,Platform2,195.3715636,4.353071772
Anon_Course_559,Office Tools,81,3966,86.64453734,Platform3,147.0922232,4.349283644
Anon_Course_560,Office Tools,81,3857,84.73791794,Platform2,151.0957796,4.594735594
Anon_Course_561,Office Tools,81,2453,75.38228225,Platform1,158.4768411,4.249926509
Anon_Course_562,Programming,81,3958,89.1310394,Platform2,131.2724865,4.347110875
Anon_Course_563,Programming,81,3412,82.37247146,Platform2,177.0069263,4.479702999
Anon_Course_564,Technology,81,4676,94.95118272,Platform2,167.820472,4.773933906
Anon_Course_565,AI,82,4001,94.84563903,Platform3,158.5872835,4.829187939
Anon_Course_566,AI,82,3819,84.44339472,Platform2,138.5911102,4.464022054
Anon_Course_567,AI,82,3956,82.96581276,Platform3,161.7544677,4.56817334
Anon_Course_568,AI,82,3554,98.937948,Platform2,165.438052,4.887577232
Anon_Course_569,AI,82,3133,85.99925934,Platform3,184.8944025,4.976065165
Anon_Course_570,Business,82,3516,83.64026279,Platform3,140.2323703,4.666007841
Anon_Course_571,Business,82,3885,80.27537153,Platform2,185.7376331,4.45533251
Anon_Course_572,Business,82,2722,73.37830962,Platform3,188.4840327,4.181364209
Anon_Course_573,Business,82,2479,87.74451202,Platform2,189.8896068,4.135400199
Anon_Course_574,Data Science,82,4572,93.79898545,Platform3,144.9764604,4.717410978
Anon_Course_575,Data Science,82,2201,79.51566173,Platform2,182.0212928,4.156563449
Anon_Course_576,Design,82,2215,79.2043433,Platform4,198.8945066,4.083437815
Anon_Course_577,Marketing,82,3216,83.17043183,Platform1,195.3930398,4.322293282
Anon_Course_578,Marketing,82,3988,81.62256937,Platform2,199.058462,4.464828327
Anon_Course_579,Office Tools,82,4298,94.70147382,Platform3,132.4217133,4.720657915
Anon_Course_580,Programming,82,3292,80.76806022,Platform3,159.5156169,4.320291965
Anon_Course_581,Programming,82,3500,89.4583504,Platform2,176.995277,4.917262243
Anon_Course_582,Technology,82,2395,76.15957949,Platform3,150.4382891,4.307841592
Anon_Course_583,Technology,82,2838,79.04603373,Platform2,162.0332792,4.015574883
Anon_Course_584,Technology,82,3641,86.32030253,Platform4,166.2248217,4.431899183
Anon_Course_585,AI,83,3741,83.44585349,Platform3,157.1598746,4.595953449
Anon_Course_586,Business,83,3990,73.83522529,Platform1,132.5648907,4.399066776
Anon_Course_587,Business,83,2046,85.79205066,Platform3,162.2002015,4.289743503
Anon_Course_588,Business,83,2079,70.57873584,Platform2,194.2162224,4.098442741
Anon_Course_589,Data Science,83,2169,85.48492297,Platform3,154.1446758,4.291324698
Anon_Course_590,Data Science,83,3990,81.25857021,Platform3,199.8295733,4.567129251
Anon_Course_591,Design,83,3979,90.30749651,Platform3,131.7724747,4.965452541
Anon_Course_592,Design,83,3105,81.90485969,Platform1,166.5971417,4.299382755
Anon_Course_593,Design,83,4565,95.0975564,Platform3,188.8502267,4.768543406
Anon_Course_594,Finance,83,3495,94.46829273,Platform3,129.3299526,4.87806292
Anon_Course_595,Finance,83,4637,97.06586122,Platform2,191.7557228,4.532067057
Anon_Course_596,Finance,83,3838,71.76159523,Platform4,198.5900037,4.439999103
Anon_Course_597,Marketing,83,3027,87.50141375,Platform1,166.0160707,4.299995813
Anon_Course_598,Programming,83,3139,73.47650473,Platform4,165.3650993,4.488457157
Anon_Course_599,Technology,83,4401,83.59020975,Platform3,130.0738835,4.337490408
Anon_Course_600,Technology,83,2012,85.41828946,Platform3,198.423195,4.202590439
Anon_Course_601,AI,84,3880,88.95898577,Platform1,151.5508952,4.630741507
Anon_Course_602,AI,84,2247,84.30663162,Platform4,189.6749996,4.041160409
Anon_Course_603,Business,84,2591,77.8583563,Platform1,173.0147726,4.07159078
Anon_Course_604,Business,84,3611,87.7625798,Platform3,187.5517573,4.491318993
Anon_Course_605,Data Science,84,3338,76.69397205,Platform1,168.7010626,4.358905586
Anon_Course_606,Data Science,84,2110,78.82591931,Platform1,181.7824065,4.077606539
Anon_Course_607,Data Science,84,4736,81.43233174,Platform2,186.3785957,4.841203294
Anon_Course_608,Data Science,84,3502,76.73821556,Platform3,188.9779208,4.523404143
Anon_Course_609,Data Science,84,3533,75.24725798,Platform4,196.4779463,4.392348001
Anon_Course_610,Design,84,3526,83.37252732,Platform1,141.3467882,4.388407196
Anon_Course_611,Design,84,3789,86.38907115,Platform3,145.3211299,4.570362556
Anon_Course_612,Design,84,2966,75.34303045,Platform1,170.1860573,4.183314739
Anon_Course_613,Finance,84,2197,89.86053401,Platform2,164.8374518,4.062774352
Anon_Course_614,Marketing,84,4820,97.71759474,Platform3,150.0635954,4.651365915
Anon_Course_615,Office Tools,84,3758,75.5016107,Platform3,121.2954416,4.426591443
Anon_Course_616,Office Tools,84,2364,83.34903407,Platform1,149.9787742,4.005997262
Anon_Course_617,Office Tools,84,4969,98.30937971,Platform3,162.4089919,4.839157384
Anon_Course_618,Office Tools,84,2446,78.08060647,Platform1,170.7714421,4.210477556
Anon_Course_619,Office Tools,84,3433,71.97510106,Platform1,180.5610134,4.651624098
Anon_Course_620,Office Tools,84,3657,84.49065507,Platform1,199.5692722,4.591758106
Anon_Course_621,Programming,84,2822,78.15906421,Platform2,197.0940212,4.058819569
Anon_Course_622,Technology,84,3216,76.6914787,Platform3,141.2431922,4.57937204
Anon_Course_623,AI,85,2523,84.99323762,Platform1,140.5416119,4.113216372
Anon_Course_624,Business,85,3620,81.509023,Platform1,163.0841726,4.570030966
Anon_Course_625,Business,85,2173,75.72105954,Platform4,189.5696879,4.029609907
Anon_Course_626,Data Science,85,3199,95.0086492,Platform2,159.694206,4.929277199
Anon_Course_627,Data Science,85,2775,87.54423606,Platform4,162.1071495,4.159169873
Anon_Course_628,Data Science,85,3980,90.39722741,Platform1,181.5031678,4.774646923
Anon_Course_629,Design,85,2691,77.77449893,Platform1,168.2186023,4.260857063
Anon_Course_630,Finance,85,2701,82.81329344,Platform3,165.7737333,4.132260013
Anon_Course_631,Finance,85,3567,83.29330027,Platform4,191.2801804,4.461131395
Anon_Course_632,Finance,85,3044,99.64503738,Platform3,196.0356673,4.953115582
Anon_Course_633,Marketing,85,3207,98.41497766,Platform4,128.6279819,4.788064632
Anon_Course_634,Marketing,85,2464,87.69036721,Platform3,144.7459571,4.245033774
Anon_Course_635,Marketing,85,2051,71.94493293,Platform4,140.1562018,4.013668931
Anon_Course_636,Marketing,85,3378,86.67548304,Platform1,166.7476585,4.268261603
Anon_Course_637,Marketing,85,3692,99.64503738,Platform4,172.9662064,4.964236551
Anon_Course_638,Office Tools,85,2773,83.21099089,Platform3,136.7258134,4.286351902
Anon_Course_639,Office Tools,85,3168,85.66393813,Platform4,148.5440358,4.462444113
Anon_Course_640,Office Tools,85,3521,99.08169654,Platform3,155.6336199,4.717948719
Anon_Course_641,Office Tools,85,3770,99.73345138,Platform4,156.2104295,4.930525808
Anon_Course_642,Office Tools,85,2860,78.43140775,Platform3,181.4013517,4.13762178
Anon_Course_643,Programming,85,3091,91.46373465,Platform4,154.969624,4.682087461
Anon_Course_644,Programming,85,3301,76.78728619,Platform3,195.8888164,4.357163768
Anon_Course_645,Technology,85,2151,78.89670279,Platform1,125.3180649,4.03270017
Anon_Course_646,Technology,85,3573,89.32446024,Platform4,144.0070613,4.666826898
Anon_Course_647,Technology,85,3293,88.16207658,Platform4,142.2857294,4.998117959
Anon_Course_648,Technology,85,3448,85.34141836,Platform4,176.416351,4.646608065
Anon_Course_649,Technology,85,3723,89.66953217,Platform2,187.7566561,4.582726811
Anon_Course_650,AI,86,3808,72.8703169,Platform1,180.9163772,4.558527626
Anon_Course_651,AI,86,3013,99.38895024,Platform1,189.6965775,4.740773124
Anon_Course_652,Data Science,86,3436,87.35323659,Platform3,144.4630832,4.619726907
Anon_Course_653,Finance,86,2851,79.48210986,Platform2,162.2329946,4.008563715
Anon_Course_654,Finance,86,3517,73.14093739,Platform1,166.1139738,4.490595871
Anon_Course_655,Finance,86,2710,71.28130775,Platform3,174.6112278,4.010202871
Anon_Course_656,Marketing,86,3130,96.14659277,Platform2,179.4664243,4.951789699
Anon_Course_657,Office Tools,86,2045,79.46395995,Platform1,132.6969265,4.063926862
Anon_Course_658,Office Tools,86,4758,81.68305126,Platform2,143.0370959,4.641589846
Anon_Course_659,Programming,86,2668,77.26134092,Platform1,158.8068818,4.129104304
Anon_Course_660,Programming,86,3737,95.81968494,Platform2,169.9139295,4.796575735
Anon_Course_661,Programming,86,3488,92.30525998,Platform1,180.3591244,4.751268775
Anon_Course_662,Technology,86,2933,70.73504163,Platform1,156.557869,4.182485935
Anon_Course_663,Technology,86,2230,86.10256725,Platform2,185.0442093,4.246334218
Anon_Course_664,Technology,86,2269,86.59128507,Platform1,194.5436215,4.123767029
Anon_Course_665,AI,87,4352,84.21482373,Platform4,133.8155646,4.800200351
Anon_Course_666,Business,87,3838,94.42761554,Platform3,149.43024,4.861982193
Anon_Course_667,Business,87,3329,86.82146773,Platform3,185.566634,4.387604589
Anon_Course_668,Business,87,4733,82.21967901,Platform2,193.6361714,4.993296678
Anon_Course_669,Data Science,87,3952,80.00335921,Platform1,155.7476692,4.614588836
Anon_Course_670,Data Science,87,4946,85.84407816,Platform1,172.6372874,4.710115834
Anon_Course_671,Data Science,87,3122,81.35603428,Platform2,199.8410235,4.627535387
Anon_Course_672,Design,87,4832,93.64574,Platform3,158.8715344,4.952869111
Anon_Course_673,Design,87,3841,97.22458751,Platform2,166.1748813,4.612287264
Anon_Course_674,Design,87,3908,85.11059221,Platform1,191.5687746,4.45562711
Anon_Course_675,Finance,87,3546,98.84651475,Platform4,147.2945554,4.834211402
Anon_Course_676,Marketing,87,3509,83.99265624,Platform4,136.1817985,4.483901093
Anon_Course_677,Marketing,87,3571,84.97073154,Platform2,175.0515125,4.731012103
Anon_Course_678,Marketing,87,2819,79.34007714,Platform2,187.2280231,4.141902573
