员工ID,姓名,事业部,城市,站点,岗位,员工状态,入职时间,7月申领情况,申购情况,申购订单状态
20194607,usr_249,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2021/3/19 00:00,未申领,已申购,已支付
20195008,usr_250,***上海北区事业部,上海,深度服****,带单师父,正式,2021/3/7 00:00,未申领,已申购,已支付
20195287,usr_251,***上海北区事业部,上海,深度服****,员工,正式,2021/3/7 00:00,未申领,已申购,已支付
20195347,usr_252,***收纳即刻事业部,厦门,厦门收纳****,员工,正式,2025/11/21 00:00,未申领,已申购,已支付
20196097,usr_253,***川渝事业部,成都,深度服****,员工,正式,2021/3/10 00:00,未申领,已申购,已支付
20196112,usr_254,***收纳即刻事业部,广州,广州收纳****,员工,正式,2021/3/25 00:00,未申领,已申购,已支付
20196165,usr_255,***上海北区事业部,上海,深度服****,员工,正式,2024/5/13 00:00,未申领,已申购,已支付
20196579,usr_256,***上海浦西事业部,上海,深度服****,员工,正式,2024/3/21 00:00,未申领,已申购,已支付
20196836,usr_257,***华中事业部,武汉,武汉深度服务****,员工,正式,2021/3/13 00:00,未申领,未申购,
20197069,usr_258,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/21 00:00,未申领,已申购,已支付
20197285,usr_259,***广佛事业部,广州,家师傅广州****,员工,正式,2021/3/23 00:00,未申领,已申购,已支付
20197620,usr_260,***北京事业部,北京,深度服****,员工,正式,2024/3/1 00:00,未申领,已申购,已支付
20197666,usr_261,***川渝事业部,成都,深度服****,带单师父,正式,2021/3/24 00:00,未申领,已申购,已支付
20197799,usr_262,***广佛事业部,佛山,深度服务城****,员工,正式,2021/3/25 00:00,未申领,已申购,已支付
20197909,usr_263,***苏南事业部,苏州,深度服****,员工,正式,2021/3/22 00:00,未申领,已申购,已支付
20198001,usr_264,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2021/3/26 00:00,未申领,已申购,已支付
20198196,usr_265,***北京事业部,北京,深度服****,员工,正式,2021/3/30 00:00,未申领,已申购,已支付
20198306,usr_266,***收纳即刻事业部,南京,南京收纳****,员工,正式,2021/3/31 00:00,未申领,已申购,已支付
20198617,usr_267,***福州事业部,福州,深度服****,员工,正式,2021/4/5 00:00,未申领,已申购,已支付
20198635,usr_268,***深圳事业部,深圳,家师傅深圳深度服****,其他职员,正式,2021/4/7 00:00,未申领,已申购,已支付
20198697,usr_269,***苏北事业部,南京,深度服****,员工,正式,2021/4/4 00:00,未申领,已申购,已支付
20198720,usr_270,***广佛事业部,广州,家师傅广州****,员工,正式,2021/4/2 00:00,未申领,已申购,已支付
20198807,usr_271,***苏北事业部,南京,深度服****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20198854,usr_272,***广佛事业部,佛山,深度服务城****,员工,正式,2021/3/31 00:00,未申领,已申购,已支付
20198874,usr_273,***上海北区事业部,上海,深度服****,员工,正式,2021/4/8 00:00,未申领,已申购,已支付
20198942,usr_274,***厦门事业部,厦门,深度服****,其他职员,正式,2021/4/14 00:00,未申领,未申购,
20199154,usr_275,***上海北区事业部,上海,深度服****,员工,正式,2021/4/10 00:00,未申领,已申购,已支付
20199237,usr_276,***苏北事业部,南京,家师傅南京****,带单师父,正式,2021/4/12 00:00,未申领,已申购,已支付
20199238,usr_277,***北京事业部,北京,深度服务****,带单师父,正式,2021/4/9 00:00,未申领,已申购,已支付
20199270,usr_278,***上海浦西事业部,上海,上海搬****,员工,正式,2025/4/30 00:00,未申领,已申购,已支付
20199362,usr_279,***华中事业部,武汉,武汉深度服务****,员工,正式,2021/4/13 00:00,未申领,已申购,已支付
20199371,usr_280,***苏北事业部,南京,深度服****,带单师父,正式,2021/4/16 00:00,未申领,已申购,已支付
20199416,usr_281,***上海浦西事业部,上海,深度服****,员工,正式,2021/4/16 00:00,未申领,已申购,已支付
20199500,usr_282,***厦门事业部,厦门,厦门深度服****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20199613,usr_283,***苏南事业部,南通,深度服****,员工,正式,2024/12/22 00:00,未申领,未申购,
20199714,usr_284,***上海北区事业部,上海,深度服****,员工,正式,2021/4/19 00:00,未申领,已申购,已支付
20199777,usr_285,***上海浦西事业部,上海,深度服****,员工,正式,2023/9/15 00:00,未申领,已申购,已支付
20199797,usr_286,***上海浦东事业部,上海,上海深度服****,员工,正式,2021/4/24 00:00,未申领,已申购,已支付
20199830,usr_287,***收纳即刻事业部,北京,北京收纳****,员工,正式,2021/4/30 00:00,未申领,已申购,已支付
20199863,usr_288,***收纳即刻事业部,杭州,杭州收纳****,站长,正式,2021/4/26 00:00,未申领,已申购,已支付
20199870,usr_289,***收纳即刻事业部,北京,北京收纳****,站长,正式,2021/4/30 00:00,未申领,已申购,已支付
20199885,usr_290,***收纳即刻事业部,上海,上海收纳****,员工,正式,2021/4/27 00:00,未申领,已申购,已支付
20199891,usr_291,***北京事业部,北京,深度服务****,员工,正式,2023/5/4 00:00,未申领,已申购,已支付
20199938,usr_292,***广佛事业部,广州,家师傅深度服****,站长,正式,2021/4/20 00:00,未申领,已申购,已支付
20200055,usr_293,***上海北区事业部,上海,深度服****,员工,正式,2021/4/29 00:00,未申领,已申购,已支付
20200061,usr_294,***北京事业部,青岛,深度服****,员工,正式,2021/4/28 00:00,未申领,已申购,已支付
20200233,usr_295,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2021/5/5 00:00,未申领,已申购,已支付
20200257,usr_296,***华中事业部,武汉,武汉深度服务****,员工,正式,2021/4/27 00:00,未申领,已申购,已支付
20200440,usr_297,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2021/5/10 00:00,未申领,已申购,已支付
20200841,usr_298,***上海浦东事业部,上海,深度服****,员工,正式,2022/7/5 00:00,未申领,已申购,已支付
20200866,usr_299,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2021/5/16 00:00,未申领,已申购,已支付
20200931,usr_300,***收纳即刻事业部,北京,北京收纳****,员工,正式,2021/6/1 00:00,未申领,已申购,已支付
20200994,usr_301,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2021/6/5 00:00,未申领,已申购,已支付
20201142,usr_302,***上海浦东事业部,上海,家师傅上海浦东****,带单师父,正式,2021/5/22 00:00,未申领,已申购,已支付
20201261,usr_303,***收纳即刻事业部,北京,北京收纳****,员工,正式,2021/6/8 00:00,未申领,已申购,已支付
20201289,usr_304,***浙江事业部,宁波,深度服****,员工,正式,2021/5/24 00:00,未申领,已申购,已支付
20201310,usr_305,***收纳即刻事业部,南京,南京收纳****,员工,正式,2021/6/17 00:00,未申领,已申购,已支付
20201359,usr_306,***上海北区事业部,上海,深度服****,员工,正式,2021/5/28 00:00,未申领,已申购,已支付
20201389,usr_307,***上海浦西事业部,上海,深度服****,员工,正式,2021/5/29 00:00,未申领,已申购,已支付
20201531,usr_308,***苏北事业部,南京,家师傅南京****,员工,正式,2021/6/3 00:00,未申领,已申购,已支付
20201689,usr_309,***上海浦西事业部,上海,深度服****,员工,正式,2021/6/4 00:00,未申领,已申购,已支付
20201989,usr_310,***浙江事业部,宁波,家师傅宁波****,员工,正式,2023/8/6 00:00,未申领,已申购,已支付
20202129,usr_311,***上海浦东事业部,上海,深度服****,员工,正式,2021/6/17 00:00,未申领,已申购,已支付
20202150,usr_312,***收纳即刻事业部,北京,北京收纳****,带单师父,正式,2021/7/6 00:00,未申领,已申购,已支付
20202398,usr_313,***上海浦东事业部,上海,深度服****,员工,正式,2021/6/18 00:00,未申领,已申购,已支付
20202480,usr_314,***苏北事业部,南京,深度服****,员工,正式,2021/6/20 00:00,未申领,已申购,已支付
20202521,usr_315,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2021/7/2 00:00,未申领,已申购,已支付
20202907,usr_316,***浙江事业部,杭州,深度服****,员工,正式,2021/7/8 00:00,未申领,已申购,已支付
20202933,usr_317,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2021/7/5 00:00,未申领,已申购,已支付
20203508,usr_318,***北京事业部,北京,家师傅北京****,员工,正式,2021/7/15 00:00,未申领,已申购,已支付
20204841,usr_319,***苏北事业部,南京,深度服****,员工,正式,2025/11/30 00:00,未申领,已申购,已支付
20205028,usr_320,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2021/10/15 00:00,未申领,已申购,已支付
20205109,usr_321,***华中事业部,武汉,武汉深度服务****,员工,正式,2021/8/23 00:00,未申领,已申购,已支付
20205714,usr_322,***收纳即刻事业部,北京,北京收纳****,员工,正式,2021/9/20 00:00,未申领,已申购,已支付
20206618,usr_323,***收纳即刻事业部,上海,上海收纳****,员工,正式,2021/10/20 00:00,未申领,已申购,已支付
20206726,usr_324,***苏南事业部,无锡,家师傅无锡****,储备培训师,正式,2021/11/7 00:00,未申领,已申购,已支付
20206998,usr_325,***收纳即刻事业部,南京,南京收纳****,员工,正式,2021/10/31 00:00,未申领,已申购,已支付
20207524,usr_326,***收纳即刻事业部,广州,广州收纳****,员工,正式,2021/10/27 00:00,未申领,已申购,已支付
20207529,usr_327,***收纳即刻事业部,南京,南京收纳****,员工,正式,2021/10/27 00:00,未申领,已申购,已支付
20208022,usr_328,***浙江事业部,杭州,家师傅杭州深度服****,站长,正式,2023/3/1 00:00,未申领,已申购,已支付
20208058,usr_329,***上海浦西事业部,上海,深度服****,员工,正式,2021/10/25 00:00,未申领,已申购,已支付
20209169,usr_330,***上海浦东事业部,上海,家师傅上海浦东****,带单师父,正式,2021/11/11 00:00,未申领,已申购,已支付
20209476,usr_331,***华中事业部,武汉,武汉深度服务****,员工,正式,2021/11/24 00:00,未申领,已申购,已支付
20209872,usr_332,***上海浦东事业部,上海,家师傅上海浦东****,储备培训师,正式,2024/8/8 00:00,未申领,已申购,已支付
20210043,usr_333,***浙江事业部,杭州,深度服****,员工,正式,2023/5/30 00:00,未申领,已申购,已支付
20210134,usr_334,***苏北事业部,南京,深度服****,员工,正式,2021/12/4 00:00,未申领,已申购,已支付
20210646,usr_335,***北京事业部,北京,深度服务****,员工,正式,2021/12/23 00:00,未申领,已申购,已支付
20210854,usr_336,***浙江事业部,宁波,深度服****,员工,正式,2021/12/25 00:00,未申领,已申购,已支付
20210972,usr_337,***浙江事业部,宁波,家师傅宁波****,员工,正式,2021/12/30 00:00,未申领,已申购,已支付
20210975,usr_338,***苏南事业部,无锡,深度服****,员工,正式,2021/12/27 00:00,未申领,已申购,已支付
20211133,usr_339,***广佛事业部,广州,深度服****,员工,正式,2022/6/16 00:00,未申领,已申购,已支付
20211152,usr_340,***收纳即刻事业部,上海,上海收纳****,带单师父,正式,2022/2/11 00:00,未申领,已申购,已支付
20211153,usr_341,***深圳事业部,深圳,深度服****,站长,正式,2022/1/11 00:00,未申领,已申购,已支付
20211889,usr_342,***苏北事业部,南京,深度服****,站长,正式,2022/3/3 00:00,未申领,已申购,已支付
20212172,usr_343,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20212731,usr_344,***浙江事业部,杭州,深度服****,培训师,正式,2022/3/7 00:00,未申领,已申购,已支付
20213224,usr_345,***收纳即刻事业部,昆山,即刻服务昆山万****,其他职员,正式,2019/10/21 00:00,未申领,已申购,已支付
20213226,usr_346,***收纳即刻事业部,厦门,即刻服务厦门乐业****,员工,正式,2019/12/9 00:00,未申领,已申购,已支付
20213625,usr_347,***川渝事业部,成都,深度服****,员工,正式,2022/10/11 00:00,未申领,已申购,已支付
20213646,usr_348,***华中事业部,武汉,武汉深度服务****,员工,正式,2022/4/8 00:00,未申领,已申购,已支付
20213790,usr_349,***广佛事业部,广州,家师傅广州****,带单师父,正式,2022/4/19 00:00,未申领,已申购,已支付
20213839,usr_350,***苏北事业部,南京,深度服****,员工,正式,2022/4/20 00:00,未申领,已申购,已支付
20213939,usr_351,***福州事业部,福州,深度服****,员工,正式,2022/4/24 00:00,未申领,未申购,
20214023,usr_352,***深圳事业部,深圳,深度服****,储备培训师,正式,2022/5/4 00:00,未申领,已申购,已支付
20214135,usr_353,***川渝事业部,成都,深度服****,员工,正式,2022/10/11 00:00,未申领,已申购,已支付
20214158,usr_354,***广佛事业部,广州,家师傅广州****,员工,正式,2022/5/10 00:00,未申领,已申购,已支付
20214170,usr_355,***苏南事业部,苏州,家师傅苏州****,员工,正式,2022/5/11 00:00,未申领,已申购,已支付
20214264,usr_356,***苏北事业部,南京,深度服****,员工,正式,2022/5/22 00:00,未申领,已申购,已支付
20214265,usr_357,***苏北事业部,南京,深度服****,员工,正式,2022/5/22 00:00,未申领,已申购,已支付
20214731,usr_358,***上海北区事业部,上海,深度服****,带单师父,正式,2022/6/16 00:00,未申领,已申购,已支付
20215583,usr_359,***收纳即刻事业部,上海,上海收纳****,员工,正式,2022/8/12 00:00,未申领,已申购,已支付
20215594,usr_360,***收纳即刻事业部,上海,上海收纳****,带单师父,正式,2023/5/6 00:00,未申领,已申购,已支付
20217052,usr_361,***北京事业部,北京,深度服****,员工,正式,2022/10/22 00:00,未申领,已申购,已支付
20217210,usr_362,***上海北区事业部,上海,深度服****,员工,正式,2022/9/19 00:00,未申领,已申购,已支付
20217514,usr_363,***上海浦东事业部,上海,上海深度服****,员工,正式,2022/9/27 00:00,未申领,已申购,已支付
20217895,usr_364,***浙江事业部,杭州,家师傅杭州****,员工,正式,2022/10/8 00:00,未申领,已申购,已支付
20218074,usr_365,***上海浦东事业部,上海,深度服****,员工,正式,2022/10/13 00:00,未申领,已申购,已支付
20218267,usr_366,***收纳即刻事业部,北京,北京收纳****,员工,正式,2022/10/19 00:00,未申领,已申购,已支付
20219103,usr_367,***苏南事业部,无锡,深度服****,站长,正式,2022/11/1 00:00,未申领,已申购,已支付
20219566,usr_368,***浙江事业部,杭州,深度服****,员工,正式,2022/11/23 00:00,未申领,已申购,已支付
20219820,usr_369,***苏北事业部,南京,深度服****,员工,正式,2024/12/25 00:00,未申领,已申购,已支付
20220008,usr_370,***川渝事业部,成都,深度服****,员工,正式,2023/1/2 00:00,未申领,未申购,
20220143,usr_371,***上海浦西事业部,上海,上海搬****,员工,正式,2023/2/6 00:00,未申领,已申购,已支付
20220153,usr_372,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2023/2/15 00:00,未申领,已申购,已支付
20220154,usr_373,***深圳事业部,深圳,深度服****,员工,正式,2023/2/13 00:00,未申领,已申购,已支付
20220332,usr_374,***浙江事业部,杭州,深度服****,员工,正式,2023/2/12 00:00,未申领,已申购,已支付
20220490,usr_375,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2023/2/20 00:00,未申领,已申购,已支付
20220561,usr_376,***北京事业部,北京,深度服****,员工,正式,2023/2/18 00:00,未申领,已申购,已支付
20220577,usr_377,***北京事业部,北京,深度服****,员工,正式,2023/2/18 00:00,未申领,已申购,已支付
20220580,usr_378,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2023/2/20 00:00,未申领,未申购,
20220593,usr_379,***上海浦西事业部,上海,深度服****,员工,正式,2023/2/18 00:00,未申领,已申购,已支付
20220657,usr_380,***浙江事业部,杭州,深度服****,员工,正式,2023/2/16 00:00,未申领,已申购,已支付
20220823,usr_381,***上海北区事业部,上海,深度服****,员工,正式,2025/4/18 00:00,未申领,未申购,
20220824,usr_382,***上海北区事业部,上海,深度服****,员工,正式,2023/2/16 00:00,未申领,已申购,已支付
20220964,usr_383,***深圳事业部,深圳,深度服****,员工,正式,2023/2/23 00:00,未申领,已申购,已支付
20221092,usr_384,***上海浦东事业部,上海,深度服****,员工,正式,2023/2/21 00:00,未申领,已申购,已支付
20221313,usr_385,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2023/2/23 00:00,未申领,已申购,已支付
20221314,usr_386,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2023/2/23 00:00,未申领,已申购,已支付
20221326,usr_387,***浙江事业部,宁波,家师傅宁波****,带单师父,正式,2023/2/21 00:00,未申领,已申购,已支付
20221625,usr_388,***厦门事业部,厦门,厦门深度服****,员工,正式,2025/9/11 00:00,未申领,已申购,已支付
20221860,usr_389,***上海浦西事业部,上海,深度服****,带单师父,正式,2023/2/26 00:00,未申领,已申购,已支付
20221866,usr_390,***浙江事业部,杭州,家师傅杭州****,员工,正式,2023/3/1 00:00,未申领,已申购,已支付
20222264,usr_391,***上海浦西事业部,上海,上海搬****,其他职员,正式,2023/3/9 00:00,未申领,未申购,
20222405,usr_392,***上海北区事业部,上海,深度服****,员工,正式,2023/3/8 00:00,未申领,已申购,已支付
20222666,usr_393,***北京事业部,北京,深度服****,员工,正式,2023/3/16 00:00,未申领,已申购,已支付
20222700,usr_394,***深圳事业部,深圳,深度服****,员工,正式,2023/3/14 00:00,未申领,已申购,已支付
20222732,usr_395,***上海浦东事业部,上海,深度服****,员工,正式,2023/3/14 00:00,未申领,已申购,已支付
20222735,usr_396,***上海浦东事业部,上海,深度服****,员工,正式,2023/3/14 00:00,未申领,已申购,已支付
20223056,usr_397,***苏南事业部,南通,深度服****,站长,正式,2023/3/14 00:00,未申领,已申购,已支付
20223494,usr_398,***北京事业部,北京,深度服务****,员工,正式,2023/3/31 00:00,未申领,已申购,已支付
20223737,usr_399,***华中事业部,武汉,武汉深度服务****,员工,正式,2023/3/31 00:00,未申领,已申购,已支付
20224030,usr_400,***上海浦西事业部,上海,上海搬****,员工,正式,2023/4/27 00:00,未申领,未申购,
20224180,usr_401,***北京事业部,北京,深度服务****,员工,正式,2023/4/19 00:00,未申领,已申购,已支付
20224192,usr_402,***上海浦东事业部,上海,深度服****,员工,正式,2025/3/16 00:00,未申领,已申购,已支付
20224193,usr_403,***上海浦东事业部,上海,深度服****,员工,正式,2023/4/23 00:00,未申领,已申购,已支付
20224338,usr_404,***苏北事业部,南京,深度服****,员工,正式,2023/5/15 00:00,未申领,已申购,已支付
20224456,usr_405,***华中事业部,武汉,武汉深度服务****,储备培训师,正式,2023/5/6 00:00,未申领,已申购,已支付
20224747,usr_406,***北京事业部,北京,深度服****,员工,正式,2023/5/16 00:00,未申领,已申购,已支付
20224896,usr_407,***上海浦西事业部,上海,深度服****,员工,正式,2024/4/9 00:00,未申领,已申购,已支付
20224938,usr_408,***北京事业部,北京,深度服****,其他职员,正式,2024/10/20 00:00,未申领,已申购,已支付
20225131,usr_409,***北京事业部,北京,深度服****,站长,正式,2023/6/9 00:00,未申领,已申购,已支付
20225180,usr_410,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/10/21 00:00,未申领,未申购,
20225624,usr_411,***北京事业部,北京,深度服务****,培训师,正式,2023/6/24 00:00,未申领,已申购,已支付
20226744,usr_412,***上海浦西事业部,上海,上海搬****,员工,正式,2023/8/25 00:00,未申领,已申购,已支付
20227953,usr_413,***北京事业部,北京,深度服务****,员工,正式,2023/9/28 00:00,未申领,已申购,已支付
20228046,usr_414,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/10/22 00:00,未申领,已申购,已支付
20228055,usr_415,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/10/22 00:00,未申领,已申购,已支付
20228056,usr_416,***华中事业部,武汉,武汉深度服务****,站长,正式,2023/9/30 00:00,未申领,已申购,已支付
20228638,usr_417,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2023/10/22 00:00,未申领,已申购,已支付
20228985,usr_418,***收纳即刻事业部,北京,北京收纳****,员工,正式,2023/10/31 00:00,未申领,已申购,已支付
20229318,usr_419,***苏南事业部,无锡,深度服****,员工,正式,2023/11/3 00:00,未申领,已申购,已支付
20229366,usr_420,***北京事业部,青岛,家师傅青岛****,带单师父,正式,2023/11/7 00:00,未申领,已申购,已支付
20229579,usr_421,***上海浦西事业部,上海,深度服****,员工,正式,2023/11/13 00:00,未申领,已申购,已支付
20229645,usr_422,***收纳即刻事业部,北京,北京收纳****,员工,正式,2023/11/17 00:00,未申领,已申购,已支付
20229792,usr_423,***苏南事业部,苏州,家师傅苏州****,员工,正式,2023/11/24 00:00,未申领,已申购,已支付
20229863,usr_424,***上海浦东事业部,上海,深度服****,员工,正式,2023/11/26 00:00,未申领,已申购,已支付
20229869,usr_425,***北京事业部,北京,深度服****,员工,正式,2023/12/13 00:00,未申领,已申购,已支付
20230206,usr_426,***苏北事业部,南京,深度服****,员工,正式,2023/12/23 00:00,未申领,已申购,已支付
20230223,usr_427,***广佛事业部,佛山,深度服务城****,站长,正式,2023/12/19 00:00,未申领,已申购,已支付
20230247,usr_428,***苏北事业部,南京,深度服****,员工,正式,2023/12/23 00:00,未申领,未申购,
20230256,usr_429,***川渝事业部,成都,深度服****,员工,正式,2023/12/29 00:00,未申领,已申购,已支付
20230337,usr_430,***川渝事业部,成都,深度服****,员工,正式,2024/1/2 00:00,未申领,未申购,
20230355,usr_431,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2024/1/11 00:00,未申领,已申购,已支付
20230378,usr_432,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2024/1/23 00:00,未申领,已申购,已支付
20230388,usr_433,***北京事业部,北京,深度服****,员工,正式,2024/10/15 00:00,未申领,未申购,
20230393,usr_434,***苏南事业部,无锡,深度服****,员工,正式,2024/1/18 00:00,未申领,已申购,已支付
20230395,usr_435,***苏南事业部,南通,深度服****,员工,正式,2024/1/5 00:00,未申领,已申购,已支付
20230416,usr_436,***苏南事业部,南通,深度服****,员工,正式,2024/1/6 00:00,未申领,未申购,
20230450,usr_437,***川渝事业部,成都,深度服****,员工,正式,2024/1/8 00:00,未申领,未申购,
20230451,usr_438,***川渝事业部,成都,深度服****,员工,正式,2024/1/8 00:00,未申领,未申购,
20230459,usr_439,***北京事业部,青岛,深度服****,员工,正式,2024/1/9 00:00,未申领,未申购,
20230560,usr_440,***川渝事业部,成都,深度服****,站长,正式,2024/1/10 00:00,未申领,已申购,已支付
20230564,usr_441,***苏南事业部,南通,深度服****,员工,正式,2024/1/13 00:00,未申领,已申购,已支付
20230582,usr_442,***川渝事业部,成都,深度服****,员工,正式,2024/1/12 00:00,未申领,未申购,
20230622,usr_443,***苏南事业部,南通,深度服****,员工,正式,2024/1/15 00:00,未申领,未申购,
20230624,usr_444,***川渝事业部,成都,深度服****,员工,正式,2024/1/15 00:00,未申领,未申购,
20230674,usr_445,***川渝事业部,成都,深度服****,员工,正式,2024/1/15 00:00,未申领,未申购,
20230690,usr_446,***苏北事业部,南京,家师傅南京****,员工,正式,2024/1/15 00:00,未申领,已申购,已支付
20230824,usr_447,***北京事业部,北京,深度服****,员工,正式,2024/1/19 00:00,未申领,未申购,
20230838,usr_448,***苏南事业部,南通,深度服****,员工,正式,2024/1/18 00:00,未申领,未申购,
20230854,usr_449,***福州事业部,福州,家师傅福州****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20230864,usr_450,***川渝事业部,成都,深度服****,员工,正式,2024/1/20 00:00,未申领,未申购,
20230916,usr_451,***苏南事业部,苏州,家师傅苏州****,员工,正式,2024/1/20 00:00,未申领,已申购,已支付
20230960,usr_452,***北京事业部,青岛,深度服****,员工,正式,2024/1/23 00:00,未申领,未申购,
20230965,usr_453,***上海北区事业部,上海,深度服****,员工,正式,2024/3/19 00:00,未申领,未申购,
20230990,usr_454,***浙江事业部,宁波,深度服****,员工,正式,2024/1/25 00:00,未申领,未申购,
20231007,usr_455,***上海北区事业部,上海,深度服****,员工,正式,2024/1/28 00:00,未申领,未申购,
20231055,usr_456,***上海浦西事业部,上海,深度服****,员工,正式,2024/1/28 00:00,未申领,未申购,
20231126,usr_457,***川渝事业部,成都,深度服****,员工,正式,2024/2/3 00:00,未申领,未申购,
20231129,usr_458,***苏南事业部,苏州,深度服****,员工,正式,2024/2/3 00:00,未申领,未申购,
20231211,usr_459,***苏北事业部,南京,深度服****,员工,正式,2024/2/29 00:00,未申领,已申购,已支付
20231212,usr_460,***上海浦西事业部,上海,深度服****,员工,正式,2024/2/27 00:00,未申领,已申购,已支付
20231281,usr_461,***上海浦西事业部,上海,深度服****,带单师父,正式,2024/3/2 00:00,未申领,已申购,已支付
20231297,usr_462,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2024/3/1 00:00,未申领,已申购,已支付
20231421,usr_463,***浙江事业部,宁波,深度服****,员工,正式,2024/3/1 00:00,未申领,未申购,
20231452,usr_464,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/3/2 00:00,未申领,未申购,
20231516,usr_465,***苏南事业部,苏州,家师傅苏州****,员工,正式,2024/3/9 00:00,未申领,已申购,已支付
20231580,usr_466,***上海浦西事业部,上海,深度服****,员工,正式,2024/3/6 00:00,未申领,已申购,已支付
20231597,usr_467,***上海北区事业部,上海,深度服****,员工,正式,2024/3/9 00:00,未申领,已申购,已支付
20231626,usr_468,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2024/3/7 00:00,未申领,已申购,已支付
20231634,usr_469,***川渝事业部,成都,深度服****,员工,正式,2024/3/5 00:00,未申领,未申购,
20231647,usr_470,***浙江事业部,杭州,深度服****,员工,正式,2024/3/12 00:00,未申领,已申购,已支付
20231703,usr_471,***上海浦西事业部,上海,深度服****,员工,正式,2024/3/7 00:00,未申领,已申购,已支付
20231927,usr_472,***华中事业部,长沙,深度服****,员工,正式,2024/3/26 00:00,未申领,已申购,已支付
20231941,usr_473,***苏南事业部,苏州,深度服****,员工,正式,2024/3/9 00:00,未申领,已申购,已支付
20231946,usr_474,***苏南事业部,南通,深度服****,员工,正式,2024/3/11 00:00,未申领,未申购,
20231955,usr_475,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2024/3/26 00:00,未申领,已申购,已支付
20231963,usr_476,***广佛事业部,广州,家师傅广州****,员工,正式,2024/12/10 00:00,未申领,已申购,已支付
20231964,usr_477,***广佛事业部,广州,深度服****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20232040,usr_478,***上海北区事业部,上海,深度服****,员工,正式,2024/3/11 00:00,未申领,已申购,已支付
20232134,usr_479,***北京事业部,北京,深度服务****,带单师父,正式,2024/3/21 00:00,未申领,已申购,已支付
20232161,usr_480,***川渝事业部,成都,深度服****,员工,正式,2024/3/15 00:00,未申领,已申购,已支付
20232163,usr_481,***川渝事业部,成都,深度服****,员工,正式,2024/3/21 00:00,未申领,已申购,已支付
20232172,usr_482,***川渝事业部,成都,深度服****,员工,正式,2024/3/15 00:00,未申领,已申购,已支付
20232214,usr_483,***浙江事业部,宁波,深度服****,员工,正式,2024/3/15 00:00,未申领,已申购,已支付
20232310,usr_484,***上海浦西事业部,上海,上海搬****,员工,正式,2024/3/15 00:00,未申领,未申购,
20232325,usr_485,***上海北区事业部,上海,深度服****,员工,正式,2024/3/15 00:00,未申领,已申购,已支付
20232336,usr_486,***川渝事业部,成都,深度服****,员工,正式,2024/3/19 00:00,未申领,未申购,
20232346,usr_487,***上海浦东事业部,上海,深度服****,员工,正式,2024/4/20 00:00,未申领,已申购,已支付
20232457,usr_488,***浙江事业部,杭州,深度服****,员工,正式,2024/3/28 00:00,未申领,已申购,已支付
20232458,usr_489,***上海北区事业部,上海,深度服****,员工,正式,2024/3/17 00:00,未申领,已申购,已支付
20232484,usr_490,***上海浦东事业部,上海,上海深度服****,员工,正式,2024/3/18 00:00,未申领,已申购,已支付
20232559,usr_491,***上海北区事业部,上海,深度服****,员工,正式,2024/3/19 00:00,未申领,已申购,已支付
20232568,usr_492,***苏南事业部,苏州,深度服****,员工,正式,2024/3/30 00:00,未申领,未申购,
20232699,usr_493,***广佛事业部,广州,深度服****,站长,正式,2024/3/23 00:00,未申领,已申购,已支付
20232722,usr_494,***广佛事业部,佛山,深度服务城****,员工,正式,2024/3/26 00:00,未申领,已申购,已支付
20232815,usr_495,***深圳事业部,深圳,深度服****,员工,正式,2024/3/25 00:00,未申领,已申购,已支付
