商品编码,商品名称,年份,第一计量单位编码,第一计量单位名称,第二计量单位编码,第二计量单位名称
1269,氚及其化合物、合金、分散体等,2025,59,克,63,百万贝可
1270,锕-225、镭-223等及其化合物、合金、分散体等,2025,59,克,63,百万贝可
1271,其他放射性元素、同位素及其化合物、合金、分散体等,2025,59,克,63,百万贝可
1272,放射性残渣,2025,59,克,63,百万贝可
1273,核反应堆已耗尽（已辐照）的燃料元件,2025,59,克,?,?
1274,重水（氧化氘）,2025,59,克,?,?
1275,硼-10浓缩硼及其化合物,2025,59,克,63,百万贝可
1276,锂-6浓缩锂及其化合物,2025,59,克,?,?
1277,氦-3,2025,59,克,63,百万贝可
1278,2844以外的其他同位素及其无机或有机化合物,2025,59,克,63,百万贝可
1279,铈的化合物,2025,9,千克,?,?
1280,其他稀土金属、钇、钪及其混合物的化合物,2025,9,千克,?,?
1281,过氧化氢，不论是否用尿素固化,2025,9,千克,?,?
1282,碳化钙,2025,9,千克,?,?
1283,碳化硅,2025,9,千克,?,?
1284,其他碳化物,2025,9,千克,?,?
1285,氢化物、氮化物、迭氮化物、硅化物及硼化物,2025,9,千克,?,?
1286,已有化学定义的汞的无机或有机化合物，汞齐除外,2025,9,千克,?,?
1287,未有化学定义的汞的无机或有机化合物，汞齐除外,2025,9,千克,?,?
1288,氯化氰,2025,9,千克,?,?
1289,磷化物，不论是否已有化学定义，但磷铁除外；其他无机化合物（包括蒸馏水、导电水及类似的纯净水）；液态空气（不论是否除去稀有气体）；压缩空气；汞齐，但贵金属汞齐、氯化氰除外,2025,9,千克,?,?
1290,饱和无环烃,2025,9,千克,?,?
1291,乙烯,2025,9,千克,?,?
1292,丙烯,2025,9,千克,?,?
1293,丁烯及其异构体,2025,9,千克,?,?
1294,1，3?丁二烯及异戊二烯,2025,9,千克,?,?
1295,其他不饱和无环烃,2025,9,千克,?,?
1296,环己烷,2025,9,千克,?,?
1297,其他环烷烃；环烯及环萜烯,2025,9,千克,?,?
1298,苯,2025,9,千克,?,?
1299,甲苯,2025,9,千克,?,?
1300,邻二甲苯,2025,9,千克,?,?
1301,间二甲苯,2025,9,千克,?,?
1302,对二甲苯,2025,9,千克,?,?
1303,混合二甲苯异构体,2025,9,千克,?,?
1304,苯乙烯,2025,9,千克,?,?
1305,乙苯,2025,9,千克,?,?
1306,异丙基苯,2025,9,千克,?,?
1307,其他环烃,2025,9,千克,?,?
1308,一氯甲烷及氯乙烷,2025,9,千克,?,?
1309,二氯甲烷,2025,9,千克,?,?
1310,氯仿（三氯甲烷）,2025,9,千克,?,?
1311,四氯化碳,2025,9,千克,?,?
1312,1，2?二氯乙烷（ISO）,2025,9,千克,?,?
1313,其他无环烃的饱和氯化衍生物,2025,9,千克,?,?
1314,氯乙烯,2025,9,千克,?,?
1315,三氯乙烯,2025,9,千克,?,?
1316,四氯乙烯（全氯乙烯）,2025,9,千克,?,?
1317,其他无环烃的不饱和氯化衍生物,2025,9,千克,?,?
1318,三氟甲烷（HFC-23）,2025,9,千克,?,?
1319,二氟甲烷（HFC-32）,2025,9,千克,?,?
1320,"一氟甲烷、1,2-二氟乙烷及1,1 -二氟乙烷",2025,9,千克,?,?
1321,"五氟乙烷、1,1,1-三氟乙烷及1,1,2-三氟乙烷",2025,9,千克,?,?
1322,"1,1,1,2-四氟乙烷及1,1,2,2-四氟乙烷",2025,9,千克,?,?
1323,"1,1,1,2,3,3,3-七氟丙烷、1,1,1,2,2,3-六氟丙烷、1,1,1,2,3,3-六氟丙烷、1,1,1,3,3,3-六氟丙烷",2025,9,千克,?,?
1324,"1,1,1,3,3-五氟丙烷及1,1,2,2,3-五氟丙烷",2025,9,千克,?,?
1325,"1,1,1,3,3-五氟丁烷及1,1,1,2,2,3,4,5,5,5-十氟戊烷",2025,9,千克,?,?
1326,其他无环烃的饱和氟化衍生物,2025,9,千克,?,?
1327,"2,3,3,3-四氟丙烯、1,3,3,3-四氟丙烯及(Z)-1,1,1,4,4,4-六氟-2-丁烯",2025,9,千克,?,?
1328,其他无环烃的不饱和氟化衍生物,2025,9,千克,?,?
1329,甲基溴（溴甲烷）,2025,9,千克,?,?
1330,"二溴乙烷（ISO）（1,2-二溴乙烷）",2025,9,千克,?,?
1331,其他无环烃的溴化或碘化衍生物,2025,9,千克,?,?
1332,一氯二氟甲烷（HCFC-22）,2025,9,千克,?,?
1333,二氯三氟乙烷（HCFC-123）,2025,9,千克,?,?
1334,"二氯一氟乙烷（HCFC-141,141b）",2025,9,千克,?,?
1335,"一氯二氟乙烷（HCFC-142,142b）",2025,9,千克,?,?
1336,"二氯五氟丙烷（HCFC-225,225ca,225cb）",2025,9,千克,?,?
1337,溴氯二氟甲烷（Halon-1211）、一溴三氟甲烷（Halon-1301）及二溴四氟乙烷（Halon-2402）,2025,9,千克,?,?
1338,仅含氟和氯的无环烃全卤化衍生物,2025,9,千克,?,?
1339,其他含有两种或两种以上的不同卤素的无环烃全卤化衍生物,2025,9,千克,?,?
1340,其他含有两种或两种以上不同卤素的无环烃卤化衍生物,2025,9,千克,?,?
1341,"1,2,3,4,5,6-六氯环己烷〔六六六（ISO）〕，包括林丹（ISO，INN)",2025,9,千克,?,?
1342,艾氏剂（ISO）、氯丹（ISO）及七氯（ISO）,2025,9,千克,?,?
1343,灭蚁灵（ISO）,2025,9,千克,?,?
1344,其他环烷烃、环烯烃或萜烯烃的卤化衍生物,2025,9,千克,?,?
1345,氯苯、邻二氯苯及对二氯苯,2025,9,千克,?,?
1346,"六氯苯（ISO）及滴滴涕（ISO，INN）〔1,1,1-三氯-2,2-双（4-氯苯基）乙烷〕",2025,9,千克,?,?
1347,五氯苯（ISO）,2025,9,千克,?,?
1348,六溴联苯,2025,9,千克,?,?
1349,其他芳烃卤化衍生物,2025,9,千克,?,?
1350,仅含磺基的衍生物及其盐和乙酯,2025,9,千克,?,?
1351,仅含硝基或亚硝基的衍生物,2025,9,千克,?,?
1352,全氟辛基磺酸,2025,9,千克,?,?
1353,全氟辛基磺酸铵,2025,9,千克,?,?
1354,全氟辛基磺酸锂,2025,9,千克,?,?
1355,全氟辛基磺酸钾,2025,9,千克,?,?
1356,其他全氟辛基磺酸盐,2025,9,千克,?,?
1357,全氟辛基磺酰氟,2025,9,千克,?,?
1358,三氯硝基甲烷（氯化苦）,2025,9,千克,?,?
1359,其他烃的磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1360,甲醇,2025,9,千克,?,?
1361,丙醇及异丙醇,2025,9,千克,?,?
1362,正丁醇,2025,9,千克,?,?
1363,其他丁醇,2025,9,千克,?,?
1364,辛醇及其异构体,2025,9,千克,?,?
1365,十二醇、十六醇及十八醇,2025,9,千克,?,?
1366,其他饱和一元醇,2025,9,千克,?,?
1367,无环萜烯醇,2025,9,千克,?,?
1368,其他不饱和一元醇,2025,9,千克,?,?
1369,1，2?乙二醇,2025,9,千克,?,?
1370,丙二醇,2025,9,千克,?,?
1371,其他二元醇,2025,9,千克,?,?
1372,三羟基甲基丙烷,2025,9,千克,?,?
1373,季戊四醇,2025,9,千克,?,?
1374,甘露糖醇,2025,9,千克,?,?
1375,山梨醇,2025,9,千克,?,?
1376,丙三醇（甘油）,2025,9,千克,?,?
1377,未列名多元醇,2025,9,千克,?,?
1378,乙氯维诺（INN）,2025,9,千克,?,?
1379,其他无环醇卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1380,薄荷醇,2025,9,千克,?,?
1381,环己醇、甲基环己醇及二甲基环己醇,2025,9,千克,?,?
1382,固醇及肌醇,2025,9,千克,?,?
1383,其他环烷醇、环烯醇及环萜烯醇,2025,9,千克,?,?
1384,苄醇,2025,9,千克,?,?
1385,其他芳香醇,2025,9,千克,?,?
1386,苯酚及其盐,2025,9,千克,?,?
1387,甲酚及其盐,2025,9,千克,?,?
1388,辛基酚、壬基酚及其异构体和盐,2025,9,千克,?,?
1389,萘酚及其盐,2025,9,千克,?,?
1390,其他一元酚,2025,9,千克,?,?
1391,间苯二酚,2025,9,千克,?,?
1392,对苯二酚及其盐,2025,9,千克,?,?
1393,4，4’?异亚丙基联苯酚及其盐,2025,9,千克,?,?
1394,其他多元酚；酚醇,2025,9,千克,?,?
1395,五氯苯酚（ISO）,2025,9,千克,?,?
1396,其他仅含卤素取代基的酚及酚醇衍生物及其盐,2025,9,千克,?,?
1397,地乐酚（ISO）及其盐,2025,9,千克,?,?
1398,"4,6-二硝基邻甲酚〔二硝酚（ISO）〕及其盐",2025,9,千克,?,?
1399,其他酚及酚醇的卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1400,乙醚,2025,9,千克,?,?
1401,其他无环醚及其卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1402,环（烷、烯或萜烯）醚及其卤、磺化等衍生物,2025,9,千克,?,?
1403,芳香醚及其卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1404,2，2?氧联二乙醇（二甘醇）,2025,9,千克,?,?
1405,乙二醇或二甘醇的单丁醚,2025,9,千克,?,?
1406,乙二醇或二甘醇的其他单烷基醚,2025,9,千克,?,?
1407,其他醚醇及其卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1408,醚酚、醚醇酚及其卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1409,过氧化醇、过氧化醚、缩醛及半缩醛过氧化物、过氧化酮及其卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1410,环氧乙烷（氧化乙烯）,2025,9,千克,?,?
1411,甲基环氧乙烷（氧化丙烯）,2025,9,千克,?,?
1412,1?氯?2，3?环氧丙烷（表氯醇）,2025,9,千克,?,?
1413,狄氏剂（ISO，INN）,2025,9,千克,?,?
1414,异狄氏剂（ISO）,2025,9,千克,?,?
1415,其他三节环环氧化物、环氧醇、环氧酚、环氧醚及其卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1416,缩醛及半缩醛及其卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1417,甲醛,2025,9,千克,?,?
1418,乙醛,2025,9,千克,?,?
1419,未列名不含其他含氧基的无环醛,2025,9,千克,?,?
1420,苯甲醛,2025,9,千克,?,?
1421,未列名不含其他含氧基的环醛,2025,9,千克,?,?
1422,香草醛（3?甲氧基?4?羟基苯甲醛）,2025,9,千克,?,?
1423,乙基香草醛（3?乙氧基?4?羟基苯甲醛）,2025,9,千克,?,?
1424,未列名醛醇、醛醚、醛酚及含其他含氧基的醛,2025,9,千克,?,?
1425,环聚醛,2025,9,千克,?,?
1426,多聚甲醛,2025,9,千克,?,?
1427,2912产品的卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1428,丙酮,2025,9,千克,?,?
1429,丁酮（甲基乙基（甲）酮）,2025,9,千克,?,?
1430,4?甲基?2?戊酮（甲基异丁基（甲）酮）,2025,9,千克,?,?
1431,未列名不含其他含氧基的无环酮,2025,9,千克,?,?
1432,环己酮及甲基环己酮,2025,9,千克,?,?
1433,芷香酮及甲基芷香酮,2025,9,千克,?,?
1434,其他不含其他含氧基的环烷酮、环烯酮或环萜烯酮,2025,9,千克,?,?
1435,苯丙酮（苯基丙-2-丙酮）,2025,9,千克,?,?
1436,其他不含其他含氧基的芳香酮,2025,9,千克,?,?
1437,酮醇及酮醛,2025,9,千克,?,?
1438,酮酚及含有其他含氧基的酮,2025,9,千克,?,?
1439,蒽醌,2025,9,千克,?,?
1440,辅酶Q10（癸烯醌（INN））,2025,9,千克,?,?
1441,未列名醌,2025,9,千克,?,?
1442,十氯酮（ISO）,2025,9,千克,?,?
1443,其他酮及醌的卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1444,甲酸,2025,9,千克,?,?
1445,甲酸盐,2025,9,千克,?,?
1446,甲酸酯,2025,9,千克,?,?
1447,乙酸,2025,9,千克,?,?
1448,乙酸酐,2025,9,千克,?,?
1449,其他乙酸盐,2025,9,千克,?,?
1450,乙酸乙酯,2025,9,千克,?,?
1451,乙酸乙烯酯,2025,9,千克,?,?
1452,乙酸（正）丁酯,2025,9,千克,?,?
1453,地乐酚乙酸酯,2025,9,千克,?,?
1454,未列名乙酸酯,2025,9,千克,?,?
1455,一氯代乙酸、二氯乙酸或三氯乙酸及其盐和酯,2025,9,千克,?,?
1456,丙酸及其盐和酯,2025,9,千克,?,?
1457,丁酸、戊酸及其盐和酯,2025,9,千克,?,?
1458,棕榈酸、硬脂酸及其盐和酯,2025,9,千克,?,?
1459,其他饱和无环一元羧酸等及其衍生物,2025,9,千克,?,?
1460,丙烯酸及其盐,2025,9,千克,?,?
1461,丙烯酸酯,2025,9,千克,?,?
1462,甲基丙烯酸及其盐,2025,9,千克,?,?
1463,甲基丙烯酸酯,2025,9,千克,?,?
1464,油酸、亚油酸或亚麻酸及其盐和酯,2025,9,千克,?,?
1465,乐杀螨（ISO）,2025,9,千克,?,?
1466,其他不饱和无环一元羧酸等及其衍生物,2025,9,千克,?,?
1467,环烷（烯，萜烯）一元羧酸等及衍生物,2025,9,千克,?,?
1468,苯甲酸及其盐和酯,2025,9,千克,?,?
1469,过氧化苯甲酰及苯甲酰氯,2025,9,千克,?,?
1470,苯乙酸及其盐,2025,9,千克,?,?
1471,其他芳香一元羧酸及其酸酐等及其衍生物,2025,9,千克,?,?
1472,草酸及其盐和酯,2025,9,千克,?,?
1473,己二酸及其盐和酯,2025,9,千克,?,?
1474,壬二酸、癸二酸及其盐和酯,2025,9,千克,?,?
1475,马来酐,2025,9,千克,?,?
1476,其他无环多元羧酸及其酸酐等及其衍生物,2025,9,千克,?,?
1477,环烷（烯，萜烯）多元羧酸等及衍生物,2025,9,千克,?,?
1478,邻苯二甲酸二辛酯,2025,9,千克,?,?
1479,邻苯二甲酸二壬酯及邻苯二甲酸二癸酯,2025,9,千克,?,?
1480,其他邻苯二甲酸酯,2025,9,千克,?,?
1481,邻苯二甲酸酐,2025,9,千克,?,?
1482,对苯二甲酸及其盐,2025,9,千克,?,?
1483,对苯二甲酸二甲酯,2025,9,千克,?,?
1484,其他芳香多元羧酸及其酸酐等及其衍生物,2025,9,千克,?,?
1485,乳酸及其盐和酯,2025,9,千克,?,?
1486,酒石酸,2025,9,千克,?,?
1487,酒石酸盐及酒石酸酯,2025,9,千克,?,?
1488,柠檬酸,2025,9,千克,?,?
1489,柠檬酸盐及柠檬酸酯,2025,9,千克,?,?
1490,葡糖酸及其盐和酯,2025,9,千克,?,?
1491,"2,2二苯基2羟基乙酸（二苯基乙醇酸）",2025,9,千克,?,?
1492,乙酯杀螨醇（ISO）,2025,9,千克,?,?
1493,其他含醇基但不含其他含氧基的羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的衍生物,2025,9,千克,?,?
1494,水杨酸及其盐,2025,9,千克,?,?
1495,邻乙酰水杨酸及其盐和酯,2025,9,千克,?,?
1496,水杨酸的其他酯及其盐,2025,9,千克,?,?
1497,其他含酚基羧酸等及其衍生物,2025,9,千克,?,?
1498,含醛基或酮基的羧酸等及其衍生物,2025,9,千克,?,?
1499,2，4，5-涕及其盐和酯,2025,9,千克,?,?
1500,其他含附加含氧基羧酸及其酸酐等及其衍生物,2025,9,千克,?,?
1501,三（2，3-二溴丙基）磷酸酯,2025,9,千克,?,?
1502,其他磷酸脂及盐和卤、磺、硝或亚硝化衍生物,2025,9,千克,?,?
1503,对硫磷及甲基对硫磷,2025,9,千克,?,?
1504,其他硫代磷酸酯及盐和卤、磺、硝化等衍生物,2025,9,千克,?,?
1505,亚磷酸二甲酯,2025,9,千克,?,?
1506,亚磷酸二乙酯,2025,9,千克,?,?
1507,亚磷酸三甲酯,2025,9,千克,?,?
1508,亚磷酸三乙酯,2025,9,千克,?,?
1509,其他亚磷酸酯及其盐以及它们的卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1510,硫丹（ISO）,2025,9,千克,?,?
1511,未列名非金属无机酸酯(不包括卤化氢的酯)及其盐以及它们的卤化、磺化、硝化或亚硝化衍生物,2025,9,千克,?,?
1512,甲胺、二甲胺或三甲胺及其盐,2025,9,千克,?,?
1513,"2-（N,N-二甲基氨基）氯乙烷盐酸盐",2025,9,千克,?,?
1514,"2-（N,N-二乙基氨基）氯乙烷盐酸盐",2025,9,千克,?,?
1515,"2-（N,N二异丙基氨基）氯乙烷盐酸盐",2025,9,千克,?,?
1516,其他无环单胺及其衍生物以及它们的盐,2025,9,千克,?,?
1517,乙二胺及其盐,2025,9,千克,?,?
1518,六亚甲基二胺及其盐,2025,9,千克,?,?
1519,其他无环多胺及其衍生物以及它们的盐,2025,9,千克,?,?
1520,环（烷、烯、萜烯）单胺或多胺及其衍生物等,2025,9,千克,?,?
1521,苯胺及其盐,2025,9,千克,?,?
1522,苯胺衍生物及其盐,2025,9,千克,?,?
1523,甲苯胺及其衍生物以及它们的盐,2025,9,千克,?,?
1524,二苯胺及其衍生物以及它们的盐,2025,9,千克,?,?
1525,1?萘胺、2?萘胺及其衍生物以及它们的盐,2025,9,千克,?,?
1526,安非他明、苄非他明等以及它们的盐,2025,9,千克,?,?
1527,其他芳香单胺及其衍生物以及它们的盐,2025,9,千克,?,?
1528,邻、间、对-苯二胺、二氨甲苯及其衍生物等,2025,9,千克,?,?
1529,其他芳香多胺及其衍生物以及它们的盐,2025,9,千克,?,?
1530,单乙醇胺及其盐,2025,9,千克,?,?
1531,二乙醇胺及其盐,2025,9,千克,?,?
1532,右丙氧吩（INN）及其盐,2025,9,千克,?,?
1533,三乙醇胺,2025,9,千克,?,?
1534,全氟辛基磺酸二乙醇铵,2025,9,千克,?,?
1535,甲基二乙醇胺和乙基二乙醇胺,2025,9,千克,?,?
1536,"2-（N,N-二异丙基氨基）乙醇",2025,9,千克,?,?
1537,其他氨基醇及其醚和酯以及它们的盐,2025,9,千克,?,?
1538,氨基羟基萘磺酸及其盐,2025,9,千克,?,?
1539,其他氨基萘酚和其他氨基酚及其醚、酯和盐,2025,9,千克,?,?
1540,安非拉酮、美沙酮和去甲美沙酮以及它们的盐,2025,9,千克,?,?
1541,其他氨基醛、氨基酮和氨基醌以及它们的盐,2025,9,千克,?,?
1542,赖氨酸及其酯和盐,2025,9,千克,?,?
1543,谷氨酸及其盐,2025,9,千克,?,?
1544,邻氨基苯甲酸（氨茴酸）及其盐,2025,9,千克,?,?
1545,替利定（INN）及其盐,2025,9,千克,?,?
1546,其他氨基酸、氨基酸酯及其盐,2025,9,千克,?,?
1547,氨基醇酚、氨基酸酚及其他含氧基氨基化合物,2025,9,千克,?,?
1548,胆碱及其盐,2025,9,千克,?,?
1549,卵磷脂及其他磷氨基类脂,2025,9,千克,?,?
1550,全氟辛基磺酸四乙基铵,2025,9,千克,?,?
1551,全氟辛基磺酸二癸基二甲基铵,2025,9,千克,?,?
1552,其他季铵盐及季铵碱,2025,9,千克,?,?
1553,甲丙氨酯（INN）,2025,9,千克,?,?
1554,氟乙酰胺、久效磷及磷胺,2025,9,千克,?,?
1555,其他无环酰胺及其衍生物以及它们的盐,2025,9,千克,?,?
1556,烷基脲及其衍生物以及它们的盐,2025,9,千克,?,?
1557,2-乙酰氨基苯甲酸及其盐,2025,9,千克,?,?
1558,炔己蚁胺（INN）,2025,9,千克,?,?
1559,甲草胺（ISO）,2025,9,千克,?,?
1560,其他环酰胺及其衍生物以及它们的盐,2025,9,千克,?,?
1561,糖精及其盐,2025,9,千克,?,?
1562,格鲁米特（INN）,2025,9,千克,?,?
1563,其他酰亚胺及其衍生物以及它们的盐,2025,9,千克,?,?
1564,杀虫脒,2025,9,千克,?,?
1565,其他亚胺及其衍生物以及它们的盐,2025,9,千克,?,?
1566,丙烯腈,2025,9,千克,?,?
1567,1?氰基胍（双氰胺）,2025,9,千克,?,?
1568,芬普雷司（INN）及其盐；美沙酮（INN）中间体（4-氰基-2-二甲氨基-4，4-二苯基丁烷）,2025,9,千克,?,?
1569,α苯基乙酰基乙腈,2025,9,千克,?,?
1570,其他腈基化合物,2025,9,千克,?,?
1571,重氮化合物、偶氮化合物及氧化偶氮化合物,2025,9,千克,?,?
1572,肼（联氨）及胲（羟胺）的有机衍生物,2025,9,千克,?,?
1573,异氰酸酯,2025,9,千克,?,?
1574,其他含氮基化合物（异氰酸酯除外）,2025,9,千克,?,?
1575,"2-(N,N-二甲基氨基)乙硫醇",2025,9,千克,?,?
1576,硫代氨基甲酸酯或盐及二硫代氨基甲酸酯或盐,2025,9,千克,?,?
1577,一或二或四硫化二烃氨基硫羰,2025,9,千克,?,?
1578,甲硫氨酸（蛋氨酸）,2025,9,千克,?,?
1579,"2-（N,N-二乙基氨基）乙硫醇",2025,9,千克,?,?
1580,二（2-羟乙基）硫醚[硫二甘醇（INN）],2025,9,千克,?,?
1581,涕灭威（ISO）、敌菌丹（ISO）及甲胺磷（ISO）,2025,9,千克,?,?
1582,其他有机硫化合物,2025,9,千克,?,?
1583,四甲基铅及四乙基铅,2025,9,千克,?,?
1584,三丁基锡化合物,2025,9,千克,?,?
1585,甲基膦酸二甲酯,2025,9,千克,?,?
1586,丙基膦酸二甲酯,2025,9,千克,?,?
1587,乙基膦酸二乙酯,2025,9,千克,?,?
1588,甲基膦酸,2025,9,千克,?,?
1589,甲基膦酸和脒基尿素（1:1）生成的盐,2025,9,千克,?,?
1590,1-丙基磷酸环酐,2025,9,千克,?,?
1591,"(5-乙基-2-甲基-2-氧代-1,3,2-二氧磷杂环己-5-基)甲基膦酸二甲酯",2025,9,千克,?,?
1592,"3,9-二甲基-2,4,8,10-四氧杂-3,9-二磷杂螺[5,5]十一烷-3,9二氧化物",2025,9,千克,?,?
1593,其他非卤化有机磷衍生物,2025,9,千克,?,?
1594,甲基膦酰二氯,2025,9,千克,?,?
1595,丙基膦酰二氯,2025,9,千克,?,?
1596,O-(3-氯丙基)O-[4-硝基-3-(三氟甲基)苯基]甲基硫代膦酸酯,2025,9,千克,?,?
1597,敌百虫（ISO）,2025,9,千克,?,?
1598,其他卤化有机磷衍生物,2025,9,千克,?,?
1599,未列名有机无机化合物,2025,9,千克,?,?
1600,四氢呋喃,2025,9,千克,?,?
1601,2?糠醛,2025,9,千克,?,?
1602,糠醇及四氢糠醇,2025,9,千克,?,?
1603,三氯蔗糖,2025,9,千克,?,?
1604,其他结构上含有一个非稠合呋喃环的化合物,2025,9,千克,?,?
1605,内酯,2025,9,千克,?,?
1606,4-丙烯基-1，2-亚甲二氧基苯（异黄樟脑）,2025,9,千克,?,?
1607,1-（1，3-苯并二茂-5-基）丙烷-2-酮,2025,9,千克,?,?
1608,3，4－亚甲二氧基苯甲醛（胡椒醛）,2025,9,千克,?,?
1609,4－烯丙基－1，2－亚甲二氧基苯（黄樟脑）,2025,9,千克,?,?
1610,四氢大麻酚（所有的异构体）,2025,9,千克,?,?
1611,克百威（ISO）,2025,9,千克,?,?
1612,其他仅含有氧杂原子的杂环化合物,2025,9,千克,?,?
1613,二甲基苯基吡唑酮（安替比林）及其衍生物,2025,9,千克,?,?
1614,其他结构上含有非稠合吡唑环的化合物,2025,9,千克,?,?
1615,乙内酰脲及其衍生物,2025,9,千克,?,?
1616,其他结构上含有非稠合咪唑环的化合物,2025,9,千克,?,?
1617,吡啶及其盐,2025,9,千克,?,?
1618,哌啶及其盐,2025,9,千克,?,?
1619,阿芬太尼，阿尼利定等以及它们的盐,2025,9,千克,?,?
1620,其他芬太尼及它们的衍生物,2025,9,千克,?,?
1621,奎宁环-3-醇（3-奎宁醇）,2025,9,千克,?,?
1622,4-苯氨基-N-苯乙基哌啶（ANPP）,2025,9,千克,?,?
1623,N-苯乙基-4-哌啶酮（NPP）,2025,9,千克,?,?
1624,其他结构上含有一个非稠合吡啶环的化合物,2025,9,千克,?,?
1625,左非诺（INN）及其盐,2025,9,千克,?,?
1626,其他含有一个喹啉或异喹啉环系的化合物,2025,9,千克,?,?
1627,丙二酰脲（巴比土酸）及其盐,2025,9,千克,?,?
1628,阿洛巴比妥，异戊巴比妥等以及它们的盐,2025,9,千克,?,?
1629,其他丙二酰脲的衍生物以及它们的盐,2025,9,千克,?,?
1630,氯普唑仑，甲氯喹酮，甲喹酮等以及它们的盐,2025,9,千克,?,?
1631,其他结构上含有一个嘧啶环或哌嗪环的化合物,2025,9,千克,?,?
1632,三聚氰胺（蜜胺）,2025,9,千克,?,?
1633,其他结构上含有非稠合三嗪环的化合物,2025,9,千克,?,?
1634,6?己内酰胺,2025,9,千克,?,?
1635,氯巴占（INN）和甲乙哌酮（INN）,2025,9,千克,?,?
1636,其他内酰胺,2025,9,千克,?,?
1637,阿普唑仑，卡马西泮等以及它们的盐,2025,9,千克,?,?
1638,甲基谷硫磷（ISO）,2025,9,千克,?,?
1639,未列名仅含有氮杂原子的杂环化合物,2025,9,千克,?,?
1640,结构上含有一个非稠合噻唑环的化合物,2025,9,千克,?,?
1641,含一个苯并噻唑环系未经进一步稠合的化合物,2025,9,千克,?,?
1642,含一个吩噻嗪环系的未经进一步稠合的化合物,2025,9,千克,?,?
1643,阿米雷司(INN）、溴替唑仑(INN）、氯噻西泮(INN）、氯?唑仑 (INN）、右吗拉胺(INN）、卤?唑仑(INN）、凯他唑仑(INN）、美索卡(INN）、?唑仑(INN）、匹莫林(INN）、苯巴曲嗪(INN）、芬美曲嗪(INN）和舒芬太尼 (INN），以及它们的盐,2025,9,千克,?,?
1644,其他芬太尼以及它们的衍生物,2025,9,千克,?,?
1645,其他杂环化合物,2025,9,千克,?,?
1646,N-甲基全氟辛基磺酰胺,2025,9,千克,?,?
1647,N-乙基全氟辛基磺酰胺,2025,9,千克,?,?
1648,N-乙基-N-（2-羟乙基）全氟辛基磺酰胺,2025,9,千克,?,?
1649,N-（2-羟乙基）-N-甲基全氟辛基磺酰胺,2025,9,千克,?,?
1650,其他全氟辛基磺酰胺,2025,9,千克,?,?
1651,其他磺(酰)胺,2025,9,千克,?,?
1652,未混合的维生素A及其衍生物,2025,9,千克,?,?
1653,未混合的维生素B1及其衍生物,2025,9,千克,?,?
1654,未混合的维生素B2及其衍生物,2025,9,千克,?,?
1655,未混合的D或DL?泛酸及其衍生物,2025,9,千克,?,?
1656,未混合的维生素B6及其衍生物,2025,9,千克,?,?
1657,未混合的维生素B12及其衍生物,2025,9,千克,?,?
1658,未混合的维生素C及其衍生物,2025,9,千克,?,?
1659,未混合的维生素E及其衍生物,2025,9,千克,?,?
1660,其他未混合的维生素及其衍生物,2025,9,千克,?,?
1661,维生素原和其他维生素及其衍生物和混合物,2025,9,千克,?,?
1662,生长激素及其衍生物和结构类似物,2025,9,千克,?,?
1663,胰岛素及其盐,2025,9,千克,?,?
1664,其他多肽等激素及其衍生物和结构类似物,2025,9,千克,?,?
1665,可的松、氢化可的松、脱氢可的松及脱氢皮醇,2025,9,千克,?,?
1666,皮质甾类激素的卤化衍生物,2025,9,千克,?,?
1667,雌（甾）激素和孕激素,2025,9,千克,?,?
1668,其他甾族激素及其衍生物和结构类似物,2025,9,千克,?,?
1669,前列腺素、血栓烷等及其衍生物和结构类似物,2025,9,千克,?,?
1670,其他天然或合成再制的激素，包括改性链多肽,2025,9,千克,?,?
1671,芸香苷及其衍生物,2025,9,千克,?,?
1672,其他苷及其盐、醚、酯等衍生物,2025,9,千克,?,?
1673,罂粟杆浓缩物、丁丙诺啡等以及它们的盐,2025,9,千克,?,?
1674,其他鸦片碱及其衍生物以及它们的盐,2025,9,千克,?,?
1675,金鸡纳生物碱及其衍生物以及它们的盐,2025,9,千克,?,?
1676,咖啡因及其盐,2025,9,千克,?,?
1677,麻黄碱及其盐,2025,9,千克,?,?
1678,假麻黄碱（INN）及其盐,2025,9,千克,?,?
1679,d－去甲假麻黄碱（INN）及其盐,2025,9,千克,?,?
1680,去甲麻黄碱及其盐,2025,9,千克,?,?
