股票代码,年份,企业ID,时间ID,公司简称,所属省份,所属城市,股权性质,投入1_研发人员占比,投入2_数字化无形资产占比,投入3_研发投入占比,产出1_数字化成果,产出2_利润总额,产出3_数字化应用,环境变量1_所在城市移动互联网用户规模,环境变量2_地方财政科技支出强度（R&D经费强度）,环境变量3_企业规模
600512.SH,2020,600512,2020,腾达建设,浙江省,台州市,0.0,9.09,0.339922903045351,3.64,29.1528,730616819.75,24.9097,1.4753,2.87512904028654,23.1143589019775
600512.SH,2021,600512,2021,腾达建设,浙江省,台州市,0.0,12.62,0.417462840515285,3.59,29.2513,1016701081.24,26.3926,104.2399,2.91419109463971,23.171049118042
600512.SH,2022,600512,2022,腾达建设,浙江省,台州市,0.0,6.88,0.452257309866383,3.41,29.58,128522269.15,25.9199,1.5786,3.09601360993894,23.1458206176758
600512.SH,2023,600512,2023,腾达建设,浙江省,台州市,0.0,7.05,0.424380236098253,4.07,24.9676,36588945.11,26.4977,1.5822,3.19816913214751,23.1340255737305
600629.SH,2019,600629,2019,华建集团,上海市,上海市,1.0,6.3,48.6797675477588,3.88,32.2646,376135033.43,25.3314,2.7278,4.01329223220209,23.0478649139404
600629.SH,2020,600629,2020,华建集团,上海市,上海市,1.0,6.3,43.0103686922307,3.6,32.8482,329873932.18,37.2748,2.8988,4.14669830327513,23.1757755279541
600629.SH,2021,600629,2021,华建集团,上海市,上海市,1.0,29.4,65.7052692587794,4.07,35.6482,459803352.26,26.3926,179.7986,4.16869897281299,23.3204441070557
600629.SH,2022,600629,2022,华建集团,上海市,上海市,1.0,24.64,72.7780115659815,4.67,22.215,505715772.4,25.9199,2.9478,4.422268021451,23.4656219482422
600629.SH,2023,600629,2023,华建集团,上海市,上海市,1.0,24.54,86.4407575488132,5.05,24.9676,546152966.48,26.4977,3.0296,4.34065916681315,23.4860801696777
600667.SH,2019,600667,2019,太极实业,江苏省,无锡市,1.0,16.32,18.2553631313981,2.96,29.0674,812176622.48,25.3314,1.9868,2.81735926971075,23.7214336395264
600667.SH,2020,600667,2020,太极实业,江苏省,无锡市,1.0,15.29,24.2091711462668,3.0,29.1528,1057264953.34,24.9097,1.8575,2.92383576327454,23.7884788513184
600667.SH,2021,600667,2021,太极实业,江苏省,无锡市,1.0,39.81,25.0605286930642,3.16,29.2513,1131776441.28,26.3926,67.8137,2.92911398012137,23.9443855285645
600667.SH,2022,600667,2022,太极实业,江苏省,无锡市,1.0,14.72,27.5562450540794,3.12,22.215,-614338809.25,25.9199,1.973,3.14149413584974,24.08811378479
600667.SH,2023,600667,2023,太极实业,江苏省,无锡市,1.0,15.21,29.7900196676155,3.05,20.3836,953067450.87,33.3527,1.9944,3.28514878078835,24.2098331451416
600846.SH,2019,600846,2019,同济科技,上海市,上海市,1.0,3.69,0.318223206302365,0.28,29.0674,1250160093.36,25.3314,2.7278,4.01329223220209,23.2207698822021
600846.SH,2020,600846,2020,同济科技,上海市,上海市,1.0,4.2,0.12944109860596,0.4,29.1528,1109073132.08,24.9097,2.8988,4.14669830327513,23.1496715545654
600846.SH,2021,600846,2021,同济科技,上海市,上海市,1.0,11.44,0.360381413731866,0.7,29.2513,777452220.82,26.3926,179.7986,4.16869897281299,22.9534492492676
600846.SH,2022,600846,2022,同济科技,上海市,上海市,1.0,11.31,0.360270946252024,0.97,22.215,430055849.92,25.9199,2.9478,4.422268021451,23.1063022613525
600846.SH,2023,600846,2023,同济科技,上海市,上海市,1.0,11.42,0.412235780419872,1.17,20.3836,444141601.2,26.4977,3.0296,4.34065916681315,22.944450378418
600970.SH,2019,600970,2019,中材国际,江苏省,南京市,1.0,21.07,9.67732795673989,2.5,32.2646,1803855646.91,37.425,1.8427,2.81735926971075,24.2169513702393
600970.SH,2020,600970,2020,中材国际,江苏省,南京市,1.0,18.74,10.7647179193685,2.71,43.2591,1359652573.21,61.9609,1.749,2.92383576327454,24.2558479309082
600970.SH,2021,600970,2021,中材国际,江苏省,南京市,1.0,17.78,10.2089109996745,3.22,44.4972,2408922450.25,61.6354,80.7749,2.92911398012137,24.4484233856201
600970.SH,2022,600970,2022,中材国际,江苏省,南京市,1.0,17.65,11.1401430314489,3.51,22.215,2686261381.5,76.5152,1.8313,3.14149413584974,24.5025749206543
600970.SH,2023,600970,2023,中材国际,江苏省,南京市,1.0,19.35,10.5627521163574,4.02,27.9842,3697539593.57,48.7795,1.9169,3.28514878078835,24.7199897766113
601068.SH,2019,601068,2019,中铝国际,北京市,北京市,1.0,16.9,8.07485600370647,2.77,29.0674,344773252.74,25.3314,2.8768,6.30153956400179,24.748607635498
601068.SH,2020,601068,2020,中铝国际,北京市,北京市,1.0,15.62,8.2988606807279,2.79,29.1528,-1824780557.88,24.9097,2.8696,6.47291511909034,24.7217235565186
601068.SH,2021,601068,2021,中铝国际,北京市,北京市,1.0,20.6,8.35915136769389,3.26,29.2513,-756265284.57,26.3926,225.1808,6.40585300251428,24.7978839874268
601068.SH,2022,601068,2022,中铝国际,北京市,北京市,1.0,20.0,9.02452381684309,3.86,22.215,284974602.42,25.9199,2.7506,6.84467452558803,24.5817050933838
601068.SH,2023,601068,2023,中铝国际,北京市,北京市,1.0,18.7,9.19323919062855,4.23,20.3836,-2944897000.0,26.4977,2.8095,6.73452038015845,24.4354667663574
601117.SH,2019,601117,2019,中国化学,北京市,北京市,1.0,4.4,10.9150709367373,3.2,29.0674,3909324996.12,25.3314,2.8768,6.30153956400179,25.4756946563721
601117.SH,2020,601117,2020,中国化学,北京市,北京市,1.0,4.3,13.1679575478724,3.47,29.1528,4543860745.6,24.9097,2.8696,6.47291511909034,25.6359806060791
601117.SH,2021,601117,2021,中国化学,北京市,北京市,1.0,11.01,10.7509854971941,3.45,29.2513,6041292215.94,26.3926,225.1808,6.40585300251428,25.9044647216797
601117.SH,2022,601117,2022,中国化学,北京市,北京市,1.0,11.37,10.7435546723274,3.46,22.215,6704558573.7,44.3103,2.7506,6.84467452558803,25.9940357208252
601117.SH,2023,601117,2023,中国化学,北京市,北京市,1.0,11.71,10.018654470056,3.51,20.3836,6905485918.49,47.5543,2.8095,6.73452038015845,26.1128635406494
601226.SH,2019,601226,2019,华电重工,北京市,北京市,1.0,14.47,6.94681003077613,3.91,39.6296,85012727.82,25.3314,2.8768,6.30153956400179,22.9389572143555
601226.SH,2020,601226,2020,华电重工,北京市,北京市,1.0,18.15,7.29807061278855,3.83,32.8482,125915245.57,50.4946,2.8696,6.47291511909034,22.8958930969238
601226.SH,2021,601226,2021,华电重工,北京市,北京市,1.0,18.45,7.52921212054778,3.71,29.2513,346183461.07,26.3926,225.1808,6.40585300251428,23.0902786254883
601226.SH,2022,601226,2022,华电重工,北京市,北京市,1.0,18.75,7.26680451873584,5.39,29.58,377647523.07,25.9199,2.7506,6.84467452558803,23.1468105316162
601226.SH,2023,601226,2023,华电重工,北京市,北京市,1.0,18.72,7.38059761817411,5.78,27.9842,110834406.75,26.4977,2.8095,6.73452038015845,23.1675510406494
601390.SH,2019,601390,2019,中国中铁,北京市,北京市,1.0,9.42,1.73057864383937,1.95,37.5222,31332040000.0,29.669,2.8768,6.30153956400179,26.395112991333
601390.SH,2020,601390,2020,中国中铁,北京市,北京市,1.0,9.35,1.23895569914875,2.25,37.5825,33383055000.0,30.5929,2.8696,6.47291511909034,26.397798538208
601390.SH,2021,601390,2021,中国中铁,北京市,北京市,1.0,9.4,0.967315184103983,2.32,45.0005,37586179000.0,32.7244,225.1808,6.40585300251428,26.4522838592529
601390.SH,2022,601390,2022,中国中铁,北京市,北京市,1.0,9.28,0.838185110296122,2.42,30.3672,42583495000.0,25.9199,2.7506,6.84467452558803,26.4260234832764
601390.SH,2023,601390,2023,中国中铁,北京市,北京市,1.0,9.31,0.812817378667681,2.38,28.8155,46069901000.0,26.4977,2.8095,6.73452038015845,26.4402904510498
601669.SH,2019,601669,2019,中国电建,北京市,北京市,1.0,18.8,0.344334230638305,3.25,45.483,13686305191.06,40.7896,2.8768,6.30153956400179,26.395112991333
601669.SH,2020,601669,2020,中国电建,北京市,北京市,1.0,18.39,0.372365082868088,3.81,32.8482,16206720339.19,70.8004,2.8696,6.47291511909034,26.397798538208
601669.SH,2021,601669,2021,中国电建,北京市,北京市,1.0,15.54,0.395122087568111,3.59,35.6482,16748693766.29,72.7238,225.1808,6.40585300251428,26.4522838592529
601669.SH,2022,601669,2022,中国电建,北京市,北京市,1.0,13.32,0.550586350761558,3.64,29.58,19247263871.32,72.6546,2.7506,6.84467452558803,26.4260234832764
601669.SH,2023,601669,2023,中国电建,北京市,北京市,1.0,13.52,0.616589985172741,3.82,24.9676,20915945731.05,72.79,2.8095,6.73452038015845,26.4402904510498
601886.SH,2019,601886,2019,江河集团,北京市,北京市,0.0,21.41,6.94538707166616,2.51,29.0674,656818547.84,27.3882,2.8768,6.30153956400179,24.0778675079346
601886.SH,2020,601886,2020,江河集团,北京市,北京市,0.0,20.6,7.23843615036797,2.8,36.5086,1294466687.12,24.9097,2.8696,6.47291511909034,24.1036434173584
601886.SH,2021,601886,2021,江河集团,北京市,北京市,0.0,18.91,6.96160616607574,2.92,36.6163,-1002762639.92,45.9676,225.1808,6.40585300251428,24.0618362426758
601886.SH,2022,601886,2022,江河集团,北京市,北京市,0.0,17.17,6.99684093827246,2.91,29.58,673580676.55,38.209,2.7506,6.84467452558803,24.0165767669678
601886.SH,2023,601886,2023,江河集团,北京市,北京市,0.0,16.25,6.65940267749519,2.96,20.3836,904421672.15,43.1224,2.8095,6.73452038015845,24.0803718566895
603017.SH,2019,603017,2019,中衡设计,江苏省,苏州市,0.0,12.43,17.2187560488587,4.54,36.4324,243166083.8,40.7896,2.5588,2.81735926971075,21.9871597290039
603017.SH,2020,603017,2020,中衡设计,江苏省,苏州市,0.0,14.07,20.8178359099689,4.79,29.1528,257033901.97,24.9097,2.3698,2.92383576327454,22.0360660552979
603017.SH,2021,603017,2021,中衡设计,江苏省,苏州市,0.0,14.5,17.2704177008664,5.04,29.2513,-393421844.92,26.3926,96.3273,2.92911398012137,21.9150505065918
603017.SH,2022,603017,2022,中衡设计,江苏省,苏州市,0.0,16.0,10.9603833475145,5.47,29.58,122071525.23,25.9199,2.415,3.14149413584974,21.9453105926514
603017.SH,2023,603017,2023,中衡设计,江苏省,苏州市,0.0,16.0,11.1174624307224,5.42,24.9676,134195274.25,26.4977,2.4065,3.28514878078835,21.9447612762451
603316.SH,2019,603316,2019,诚邦股份,浙江省,杭州市,0.0,14.29,80.7317765402674,3.86,29.0674,34150738.41,40.7896,2.2845,2.67329832538183,21.447265625
603316.SH,2020,603316,2020,诚邦股份,浙江省,杭州市,0.0,10.92,81.4692032822238,3.56,36.5086,42226703.78,37.2748,2.2964,2.87512904028654,21.6075096130371
603316.SH,2021,603316,2021,诚邦股份,浙江省,杭州市,0.0,10.89,18.54145687229,3.48,29.2513,20140891.17,26.3926,133.8158,2.91419109463971,21.8101654052734
603316.SH,2022,603316,2022,诚邦股份,浙江省,杭州市,0.0,16.0,18.54145687229,3.21,22.215,-48789980.02,25.9199,2.1848,3.09601360993894,21.8257884979248
603316.SH,2023,603316,2023,诚邦股份,浙江省,杭州市,0.0,12.3,12.2719767957536,3.2,20.3836,-121000168.67,26.4977,2.1857,3.19816913214751,21.7770023345947
603357.SH,2019,603357,2019,设计总院,安徽省,合肥市,1.0,16.51,22.452779060506,4.28,44.7526,379735372.88,33.2822,1.3564,2.04646049042624,21.9426155090332
603357.SH,2020,603357,2020,设计总院,安徽省,合肥市,1.0,16.65,22.6692173651067,4.53,37.5825,422739312.96,31.0859,1.3798,2.32041117664832,22.1262588500977
603357.SH,2021,603357,2021,设计总院,安徽省,合肥市,1.0,18.65,25.5040210176149,4.3,37.6352,451597717.8,26.3926,41.2044,2.36372553165497,22.2042942047119
603357.SH,2022,603357,2022,设计总院,安徽省,合肥市,1.0,19.52,28.545443020747,4.54,29.58,506541546.16,25.9199,1.1885,2.58366784209901,22.4504661560059
603357.SH,2023,603357,2023,设计总院,安徽省,合肥市,1.0,18.4,31.0112064669044,5.01,28.8155,557691029.1,26.4977,1.2006,2.68804200158978,22.5973148345947
603637.SH,2019,603637,2019,镇海股份,浙江省,宁波市,1.0,23.02,27.8573551038057,3.03,32.2646,63620678.02,25.3314,2.2318,2.67329832538183,21.0148220062256
603637.SH,2020,603637,2020,镇海股份,浙江省,宁波市,1.0,20.55,28.8090308929994,3.14,36.5086,73392230.18,24.9097,2.177,2.87512904028654,21.048885345459
603637.SH,2021,603637,2021,镇海股份,浙江省,宁波市,1.0,23.33,30.3127363862127,3.21,32.6764,84829213.86,26.3926,243.1847,2.91419109463971,21.07541847229
603637.SH,2022,603637,2022,镇海股份,浙江省,宁波市,1.0,19.83,33.529500877643,6.04,22.215,117290472.54,25.9199,2.23,3.09601360993894,21.0675239562988
603637.SH,2023,603637,2023,镇海股份,浙江省,宁波市,1.0,20.0,33.7210456321884,6.05,32.3326,112853046.25,26.4977,2.2679,3.19816913214751,21.0703887939453
603778.SH,2019,603778,2019,乾景园林,北京市,北京市,0.0,17.51,100.0,3.29,36.4324,24208836.09,25.3314,2.8768,6.30153956400179,21.2655181884766
603778.SH,2020,603778,2020,乾景园林,北京市,北京市,0.0,28.5,0.443155168272679,4.45,29.1528,-91675019.79,24.9097,2.8696,6.47291511909034,21.4948310852051
603778.SH,2021,603778,2021,乾景园林,北京市,北京市,0.0,28.78,0.620709004769016,6.11,29.2513,-205396174.76,26.3926,225.1808,6.40585300251428,21.3256549835205
603778.SH,2022,603778,2022,乾景园林,北京市,北京市,0.0,29.82,1.13967830816318,5.88,22.215,-175495709.16,25.9199,2.7506,6.84467452558803,21.5935020446777
603778.SH,2023,603778,2023,国晟科技,北京市,北京市,0.0,13.8,3.61144618663539,5.12,20.3836,-83045048.2,26.4977,2.8095,6.73452038015845,21.8966255187988
603860.SH,2019,603860,2019,中公高科,北京市,北京市,1.0,19.72,7.22537395756911,6.93,29.0674,64894372.04,27.3882,2.8768,6.30153956400179,20.4425983428955
603860.SH,2020,603860,2020,中公高科,北京市,北京市,1.0,19.27,7.89589408856226,7.33,29.1528,39958926.58,31.0859,2.8696,6.47291511909034,20.4869041442871
603860.SH,2021,603860,2021,中公高科,北京市,北京市,1.0,22.0,9.09472164562901,6.26,36.6163,42310194.77,35.3112,225.1808,6.40585300251428,20.5175285339355
603860.SH,2022,603860,2022,中公高科,北京市,北京市,1.0,35.0,10.3773704150135,7.56,22.215,43987351.16,34.9353,2.7506,6.84467452558803,20.5822868347168
603860.SH,2023,603860,2023,中公高科,北京市,北京市,1.0,43.72,10.5133214491951,7.42,20.3836,58255379.05,35.5372,2.8095,6.73452038015845,20.6279067993164
603929.SH,2019,603929,2019,亚翔集成,江苏省,苏州市,0.0,15.01,27.5287099924444,3.13,36.4324,118825564.76,25.3314,2.5588,2.81735926971075,21.4780216217041
603929.SH,2020,603929,2020,亚翔集成,江苏省,苏州市,0.0,14.39,28.6484688241377,5.02,29.1528,-37622870.92,24.9097,2.3698,2.92383576327454,21.4051303863525
603929.SH,2021,603929,2021,亚翔集成,江苏省,苏州市,0.0,16.06,29.5266722530104,2.76,29.2513,26687422.23,26.3926,96.3273,2.92911398012137,21.5365257263184
603929.SH,2022,603929,2022,亚翔集成,江苏省,苏州市,0.0,12.04,33.5471372598461,3.16,29.58,179842422.87,25.9199,2.415,3.14149413584974,21.6683349609375
603929.SH,2023,603929,2023,亚翔集成,江苏省,苏州市,0.0,14.57,34.7066154174216,1.21,20.3836,345732902.66,26.4977,2.4065,3.28514878078835,21.9880962371826
603955.SH,2019,603955,2019,大千生态,江苏省,南京市,0.0,14.73,100.0,3.96,29.0674,117826709.89,25.3314,1.8427,2.81735926971075,21.9316234588623
603955.SH,2020,603955,2020,大千生态,江苏省,南京市,0.0,17.13,100.0,3.85,29.1528,129159155.03,24.9097,1.749,2.92383576327454,22.0083103179932
603955.SH,2021,603955,2021,大千生态,江苏省,南京市,0.0,18.81,100.0,4.04,36.6163,94306499.71,30.2865,80.7749,2.92911398012137,22.0258674621582
603955.SH,2022,603955,2022,大千生态,江苏省,南京市,0.0,9.87,100.0,4.68,22.215,31845961.97,29.9913,1.8313,3.14149413584974,21.9359340667725
603955.SH,2023,603955,2023,大千生态,江苏省,南京市,0.0,10.0,100.0,4.0,20.3836,-43568446.24,30.6469,1.9169,3.28514878078835,21.8056106567383
