STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
58102099999,2012/5/19,33.7833333,115.7333333,40.3,bx,75.2,8,56.9,8,1010.8,8,6.1,4,13,8,4.9,8,5.8,999.9,84.2, ,62.2,*,0,I,999.9,0
58102099999,2012/5/20,33.7833333,115.7333333,40.3,bx,71,8,55.7,8,1014.2,8,9.4,4,12,8,5.3,8,9.7,999.9,81, ,61.5, ,0,I,999.9,0
58102099999,2012/5/21,33.7833333,115.7333333,40.3,bx,72.2,8,52.2,8,1014.1,8,9.7,4,14,8,5.3,8,7.8,999.9,80.8, ,62.6, ,0,I,999.9,0
58102099999,2012/5/22,33.7833333,115.7333333,40.3,bx,71,8,55,8,1012.6,8,8,4,9.7,8,3.6,8,3.9,999.9,78.1, ,64.4,*,0,I,999.9,0
58102099999,2012/5/23,33.7833333,115.7333333,40.3,bx,73.3,8,58.5,8,1011,8,6.5,4,12.3,8,2.4,8,3.9,999.9,79.5, ,64, ,0,I,999.9,0
58102099999,2012/5/24,33.7833333,115.7333333,40.3,bx,72.5,8,61.8,8,1011,8,6.3,4,10.6,8,3.4,8,5.8,999.9,78.1, ,66.6,*,0,G,999.9,10000
58102099999,2012/5/25,33.7833333,115.7333333,40.3,bx,72.4,8,61.5,8,1011.3,8,6.7,4,7.2,8,3.2,8,3.9,999.9,78.3, ,65.8,*,0,G,999.9,0
58102099999,2012/5/26,33.7833333,115.7333333,40.3,bx,77,8,58.8,8,1009.1,8,4.6,4,11.7,8,4.6,8,5.8,999.9,85.1, ,64.8, ,0,I,999.9,0
58102099999,2012/5/27,33.7833333,115.7333333,40.3,bx,76.4,8,60.8,8,1011.3,8,6.6,4,8.1,8,3.4,8,5.8,999.9,84.6, ,68,*,0,I,999.9,0
58102099999,2012/5/28,33.7833333,115.7333333,40.3,bx,78.7,8,45.1,8,1012.9,8,8.5,4,13.4,8,5.3,8,7.8,999.9,90, ,67.6, ,0,I,999.9,0
58102099999,2012/5/29,33.7833333,115.7333333,40.3,bx,69.3,8,62,8,1012.5,8,7.8,4,5.4,8,2.7,8,3.9,999.9,73, ,64,*,0.04,G,999.9,10000
58102099999,2012/5/30,33.7833333,115.7333333,40.3,bx,74.9,8,59,8,1014.8,8,10,4,10.3,8,3.6,8,5.8,999.9,84.7, ,63.9, ,0,I,999.9,0
58102099999,2012/5/31,33.7833333,115.7333333,40.3,bx,74.6,8,57.9,8,1015.4,8,11.1,4,10.9,7,4.9,8,7.8,999.9,82, ,65.3, ,0,I,999.9,0
58102099999,2012/6/1,33.7833333,115.7333333,40.3,bx,70.9,8,60.1,8,1013,8,8.3,4,9.1,7,3.2,8,3.9,999.9,77.2, ,64.8,*,0,G,999.9,0
58102099999,2012/6/2,33.7833333,115.7333333,40.3,bx,77.2,8,56.3,8,1010.5,8,6.2,4,9.7,8,4.1,8,5.8,999.9,86.4, ,64.4, ,0,G,999.9,0
58102099999,2012/6/3,33.7833333,115.7333333,40.3,bx,75.5,8,53.9,8,1008,8,3.7,4,10.6,8,4.1,8,7.8,999.9,82, ,66.7,*,0,I,999.9,0
58102099999,2012/6/4,33.7833333,115.7333333,40.3,bx,78.8,8,57.7,8,1006.1,8,1.6,4,11,8,3.6,8,3.9,999.9,88.7, ,66.6, ,0,I,999.9,0
58102099999,2012/6/5,33.7833333,115.7333333,40.3,bx,81.5,8,61,8,1004.5,8,0.2,4,8.1,8,4.1,8,5.8,999.9,90.1, ,70.7, ,0,G,999.9,10000
58102099999,2012/6/6,33.7833333,115.7333333,40.3,bx,71.9,8,67,8,1002.5,8,998,4,3.1,8,2.7,8,3.9,999.9,78.4, ,69.3,*,0.06,G,999.9,110000
58102099999,2012/6/7,33.7833333,115.7333333,40.3,bx,75.7,8,66.8,8,1001.6,8,997.2,4,5.7,8,2.9,8,3.9,999.9,82, ,68.9, ,0,G,999.9,0
58102099999,2012/6/8,33.7833333,115.7333333,40.3,bx,82.7,8,62.5,8,1000.5,8,996.1,4,7.6,8,3.2,8,5.8,999.9,95.9, ,71.2, ,0,G,999.9,0
58102099999,2012/6/9,33.7833333,115.7333333,40.3,bx,87.9,8,60.5,8,997.8,8,993.6,4,7,8,3.4,8,5.8,999.9,98.1, ,73, ,0,I,999.9,0
58102099999,2012/6/10,33.7833333,115.7333333,40.3,bx,80.9,8,66.8,8,998.5,8,993.8,4,4.3,8,3.2,8,5.8,999.9,94.5, ,70.9,*,0.01,G,999.9,10010
58102099999,2012/6/11,33.7833333,115.7333333,40.3,bx,78.1,8,58,8,1000.1,8,995.8,4,7.6,8,3.6,8,5.8,999.9,88.3, ,70.5,*,0,I,999.9,0
58102099999,2012/6/12,33.7833333,115.7333333,40.3,bx,84.9,8,49.3,8,997.8,8,993.5,4,8,8,3.6,8,5.8,999.9,96.4, ,70, ,0,I,999.9,0
58102099999,2012/6/13,33.7833333,115.7333333,40.3,bx,90.7,8,51.3,8,998.5,8,994,4,12,8,5.1,8,7.8,999.9,105.1, ,76.1, ,0,I,999.9,0
58102099999,2012/6/14,33.7833333,115.7333333,40.3,bx,79.7,8,60,8,1003.9,8,999.1,4,9.1,8,4.9,8,9.7,999.9,90, ,69.6,*,0,I,999.9,0
58102099999,2012/6/15,33.7833333,115.7333333,40.3,bx,81.9,8,51.4,8,1006.2,8,1.4,4,11.3,8,3.2,8,3.9,999.9,93, ,69.3, ,0,I,999.9,0
58102099999,2012/6/16,33.7833333,115.7333333,40.3,bx,83.5,8,56.5,8,1007,8,2.5,4,11.6,8,3.4,8,3.9,999.9,93.6, ,71.4, ,0,I,999.9,0
58102099999,2012/6/17,33.7833333,115.7333333,40.3,bx,80.6,8,58.6,8,1006,8,1.7,4,10.9,8,3.9,8,5.8,999.9,91, ,69.3,*,0,I,999.9,0
58102099999,2012/6/18,33.7833333,115.7333333,40.3,bx,82.5,8,61,8,1002,8,997.8,4,10,8,3.9,8,5.8,999.9,93.6, ,68.9, ,0,I,999.9,0
58102099999,2012/6/19,33.7833333,115.7333333,40.3,bx,82.9,8,59.7,8,1000.8,8,996.5,4,13.4,8,4.9,8,5.8,999.9,94.6, ,72.5, ,0,I,999.9,0
58102099999,2012/6/20,33.7833333,115.7333333,40.3,bx,85.1,8,58.3,8,1002.5,8,997.8,4,12,8,3.6,8,5.8,999.9,96.8, ,73.4, ,0,I,999.9,0
58102099999,2012/6/21,33.7833333,115.7333333,40.3,bx,85.3,8,59.5,8,1003.9,8,999.5,4,11.3,8,5.8,8,7.8,999.9,96.3, ,75.2, ,0,I,999.9,0
58102099999,2012/6/22,33.7833333,115.7333333,40.3,bx,87.2,8,60.9,8,1001.9,8,997.5,4,12.8,8,5.6,8,7.8,999.9,99, ,74.7, ,0,I,999.9,0
58102099999,2012/6/23,33.7833333,115.7333333,40.3,bx,84.8,8,60.7,8,1001.3,8,996.7,4,13.6,8,5.1,8,5.8,999.9,96.1, ,74.1,*,0,I,999.9,0
58102099999,2012/6/24,33.7833333,115.7333333,40.3,bx,84.2,8,60.3,8,1001.5,8,997.1,4,13.2,8,3.9,8,5.8,999.9,95, ,73.4, ,0,I,999.9,0
58102099999,2012/6/25,33.7833333,115.7333333,40.3,bx,82.9,8,65.1,8,1002.9,8,998.4,4,12.4,8,4.4,8,7.8,999.9,91, ,74.1, ,0,I,999.9,0
58102099999,2012/6/26,33.7833333,115.7333333,40.3,bx,80.4,8,65.2,8,1005.4,8,0.7,4,12.1,8,5.6,8,7.8,999.9,88.7, ,73.9,*,0,I,999.9,0
58102099999,2012/6/27,33.7833333,115.7333333,40.3,bx,75,8,65.5,8,1007.6,8,3.1,4,11.1,8,3.9,8,5.8,999.9,78.8, ,70.5,*,0.03,G,999.9,10000
58102099999,2012/6/28,33.7833333,115.7333333,40.3,bx,73.7,8,69.7,8,1005.7,8,1.4,4,8.1,8,4.4,8,7.8,999.9,75.9, ,70.5, ,0.22,G,999.9,10000
58102099999,2012/6/29,33.7833333,115.7333333,40.3,bx,76.3,8,70.9,8,1003.4,8,998.9,4,9.3,8,4.1,8,7.8,999.9,84.4, ,72.1,*,0.06,G,999.9,10000
58102099999,2012/6/30,33.7833333,115.7333333,40.3,bx,72.3,8,68.6,8,1006.4,8,1.8,4,5.4,8,1.9,8,1.9,999.9,74.7, ,70.3,*,0.7,G,999.9,10000
58102099999,2012/7/1,33.7833333,115.7333333,40.3,bx,77.2,8,70.8,8,1004.3,8,0.2,4,8.5,8,4.9,8,7.8,999.9,84, ,70.3, ,0.02,G,999.9,10000
58102099999,2012/7/2,33.7833333,115.7333333,40.3,bx,76.6,8,72,8,1000.8,8,996.5,4,8.7,8,3.9,8,7.8,999.9,81.5, ,72.9,*,0.12,G,999.9,10000
58102099999,2012/7/3,33.7833333,115.7333333,40.3,bx,81.9,8,72.9,8,999,8,994.7,4,12.4,8,3.9,8,5.8,999.9,88.9, ,72.5, ,0,I,999.9,0
58102099999,2012/7/4,33.7833333,115.7333333,40.3,bx,76.9,8,71.8,8,999.7,8,995.1,4,10.3,8,4.1,8,7.8,999.9,87.8, ,69.8,*,6.68,G,999.9,10010
58102099999,2012/7/5,33.7833333,115.7333333,40.3,bx,73.4,8,70.5,8,1001.7,8,996.9,4,7.5,8,2.9,8,5.8,999.9,78.4, ,69.4, ,1.26,G,999.9,10010
58102099999,2012/7/6,33.7833333,115.7333333,40.3,bx,80.2,8,71.6,8,1002.4,8,998,4,6.2,8,2.4,8,3.9,999.9,87.1, ,70.2, ,0.08,G,999.9,10010
58102099999,2012/7/7,33.7833333,115.7333333,40.3,bx,78.3,8,74.4,8,1000.5,8,996.3,4,8.8,8,3.9,8,3.9,999.9,79.5, ,76.6, ,1.1,G,999.9,10010
58102099999,2012/7/8,33.7833333,115.7333333,40.3,bx,81.9,8,75.5,8,1000.1,8,995.8,4,10.4,8,2.4,8,3.9,999.9,92.8, ,77.2,*,1.09,G,999.9,10010
58102099999,2012/7/9,33.7833333,115.7333333,40.3,bx,84.9,8,77.1,8,998.9,8,994.6,4,11.3,8,3.2,8,5.8,999.9,91.8, ,76.5, ,0.02,G,999.9,10000
58102099999,2012/7/10,33.7833333,115.7333333,40.3,bx,81.7,8,75.1,8,997.7,8,993.4,4,8.4,8,3.4,8,3.9,999.9,87.3, ,78.3,*,0,I,999.9,0
58102099999,2012/7/11,33.7833333,115.7333333,40.3,bx,89.2,8,76,8,996.8,8,992.4,4,11.7,8,4.4,8,7.8,999.9,97.2, ,78.3, ,0,I,999.9,0
58102099999,2012/7/12,33.7833333,115.7333333,40.3,bx,84.6,8,74,8,998,8,993.2,4,13,8,4.6,8,5.8,999.9,93.7, ,75.7,*,0,I,999.9,0
58102099999,2012/7/13,33.7833333,115.7333333,40.3,bx,80.9,8,72.3,8,1000.5,8,996,4,8.9,8,3.2,8,5.8,999.9,85.6, ,75.4, ,0.06,G,999.9,10000
58102099999,2012/7/14,33.7833333,115.7333333,40.3,bx,76.9,8,67.9,8,1002.9,8,998.2,4,7.8,8,3.6,8,7.8,999.9,83.7, ,72,*,0.05,G,999.9,10000
58102099999,2012/7/15,33.7833333,115.7333333,40.3,bx,79.7,8,64.9,8,1005.8,8,1.2,4,9.9,8,2.7,8,3.9,999.9,88.2, ,71.6, ,0,G,999.9,0
58102099999,2012/7/16,33.7833333,115.7333333,40.3,bx,81.9,8,68.2,8,1007.7,8,3.2,4,9.1,8,3.2,8,3.9,999.9,88.5, ,72.5, ,0,I,999.9,0
58102099999,2012/7/17,33.7833333,115.7333333,40.3,bx,82.4,8,68.7,8,1008,8,3.4,4,9.3,8,3.4,8,5.8,999.9,90.3, ,75.4, ,0,I,999.9,0
58102099999,2012/7/18,33.7833333,115.7333333,40.3,bx,82,8,70.4,8,1007.2,8,2.8,4,7.2,8,2.7,8,3.9,999.9,91, ,74.5,*,0,I,999.9,0
58102099999,2012/7/19,33.7833333,115.7333333,40.3,bx,85.7,8,68,8,1006.4,8,2,4,8.5,8,2.2,8,3.9,999.9,93.4, ,74.5, ,0,I,999.9,0
58102099999,2012/7/20,33.7833333,115.7333333,40.3,bx,88,8,69.9,8,1005,8,0.8,4,9.3,8,4.4,8,5.8,999.9,95.5, ,79.5, ,0,I,999.9,0
58102099999,2012/7/21,33.7833333,115.7333333,40.3,bx,90.1,8,74.4,8,1001.5,8,997.4,4,11.9,8,5.3,8,7.8,999.9,98.1, ,80.8, ,0,I,999.9,0
58102099999,2012/7/22,33.7833333,115.7333333,40.3,bx,86.7,8,75,8,1001.6,8,996.9,4,11.7,8,4.4,8,7.8,999.9,96.3, ,79.2,*,0.01,G,999.9,10000
58102099999,2012/7/23,33.7833333,115.7333333,40.3,bx,86.4,8,72.6,8,1004.1,8,999.4,4,9.8,8,3.4,8,5.8,999.9,93.6, ,79.2, ,0,I,999.9,0
58102099999,2012/7/24,33.7833333,115.7333333,40.3,bx,90,8,75.2,8,1006.5,8,2.2,4,12.6,7,4.6,8,7.8,999.9,98.2, ,79.3, ,0,I,999.9,0
58102099999,2012/7/25,33.7833333,115.7333333,40.3,bx,87.8,8,74.7,8,1006.8,8,2.5,4,13.6,8,3.6,8,5.8,999.9,97.2, ,82.9, ,0,I,999.9,10
58102099999,2012/7/26,33.7833333,115.7333333,40.3,bx,90.7,8,72.8,8,1004.7,8,0.5,4,12.4,8,4.1,8,7.8,999.9,99, ,82.6, ,0,I,999.9,0
58102099999,2012/7/27,33.7833333,115.7333333,40.3,bx,87.9,8,74.1,8,1004.4,8,0.1,4,14,8,3.6,8,3.9,999.9,98.1, ,83.1,*,0,G,999.9,10
58102099999,2012/7/28,33.7833333,115.7333333,40.3,bx,88.1,8,75.4,8,1003.4,8,999,4,10.7,8,5.3,8,7.8,999.9,97.5, ,82.8, ,0.67,G,999.9,10010
58102099999,2012/7/29,33.7833333,115.7333333,40.3,bx,90.8,8,74.5,8,1001.1,8,996.7,4,13.2,8,4.1,8,5.8,999.9,97.9, ,82.8, ,0,I,999.9,0
58102099999,2012/7/30,33.7833333,115.7333333,40.3,bx,89.2,8,74.8,8,1000.7,8,996.3,4,12.4,8,2.9,8,5.8,999.9,97.7, ,83.3,*,0,I,999.9,0
58102099999,2012/7/31,33.7833333,115.7333333,40.3,bx,83.6,8,75,8,1001.9,8,997.2,4,11,8,3.2,8,5.8,999.9,96.1, ,78.3,*,2.28,G,999.9,10010
58102099999,2012/8/1,33.7833333,115.7333333,40.3,bx,80.8,8,73.8,8,1005.4,8,0.7,4,7.6,8,5.3,8,5.8,999.9,90.1, ,74.3,*,0,I,999.9,0
58102099999,2012/8/2,33.7833333,115.7333333,40.3,bx,80.4,8,71.9,8,1004.9,8,0.5,4,7.5,8,5.1,8,7.8,999.9,90, ,73.9, ,0,I,999.9,0
58102099999,2012/8/3,33.7833333,115.7333333,40.3,bx,78.8,8,72.2,8,1003,8,998.6,4,6.6,8,5.1,8,7.8,999.9,83.3, ,73.8, ,0.6,G,999.9,10000
58102099999,2012/8/4,33.7833333,115.7333333,40.3,bx,81.2,8,76.1,8,1004.3,8,999.5,4,8.7,8,3.4,8,5.8,999.9,86.5, ,75.9, ,0.07,G,999.9,10000
58102099999,2012/8/5,33.7833333,115.7333333,40.3,bx,83.2,8,72.1,8,1007.6,8,3,4,10.7,7,3.9,8,5.8,999.9,90.5, ,76.5,*,0,I,999.9,0
58102099999,2012/8/6,33.7833333,115.7333333,40.3,bx,82.6,8,72.7,8,1008.4,8,4,4,8.7,8,4.1,8,5.8,999.9,90.3, ,75.9, ,0,I,999.9,0
58102099999,2012/8/7,33.7833333,115.7333333,40.3,bx,83,8,73.9,8,1006.7,8,2.4,4,5.2,8,3.2,8,5.8,999.9,89.1, ,76.6, ,0,I,999.9,0
58102099999,2012/8/8,33.7833333,115.7333333,40.3,bx,85,8,71.4,8,1003.8,8,999.7,4,12.3,8,4.6,8,7.8,999.9,93.4, ,77.2, ,0,I,999.9,0
58102099999,2012/8/9,33.7833333,115.7333333,40.3,bx,82.4,8,73.4,8,1001.2,8,996.9,4,12.4,8,5.3,8,5.8,999.9,89.1, ,77.9, ,0.18,G,999.9,10000
58102099999,2012/8/10,33.7833333,115.7333333,40.3,bx,81.9,8,72.1,8,1002.5,8,997.8,4,10.7,8,4.6,8,7.8,999.9,91, ,77.4,*,0,G,999.9,0
58102099999,2012/8/11,33.7833333,115.7333333,40.3,bx,82.7,8,73.6,8,1002.5,8,998.2,4,10,8,3.6,8,7.8,999.9,90.7, ,76.8, ,0,G,999.9,0
58102099999,2012/8/12,33.7833333,115.7333333,40.3,bx,82,8,71.9,8,1001.9,8,997.2,4,9.3,8,5.8,8,7.8,999.9,91.8, ,73.8,*,0,I,999.9,0
58102099999,2012/8/13,33.7833333,115.7333333,40.3,bx,74.3,8,69.5,8,1006.1,8,1.6,4,7,8,4.9,8,5.8,999.9,76.1, ,72.3,*,0.01,G,999.9,10000
58102099999,2012/8/14,33.7833333,115.7333333,40.3,bx,72.3,8,68.1,8,1006.2,8,1.6,4,4.4,8,2.9,8,3.9,999.9,75.2, ,70.2,*,0.44,G,999.9,10000
58102099999,2012/8/15,33.7833333,115.7333333,40.3,bx,75.8,8,66.9,8,1008.9,8,4.2,4,7.4,8,2.2,8,3.9,999.9,85.1, ,69.8,*,0.07,G,999.9,10000
58102099999,2012/8/16,33.7833333,115.7333333,40.3,bx,78.1,8,67.8,8,1010.4,8,6,4,7.8,8,2.4,8,3.9,999.9,85.6, ,69.4, ,0,G,999.9,0
58102099999,2012/8/17,33.7833333,115.7333333,40.3,bx,80.4,8,74.4,8,1008.3,8,3.9,4,6.1,8,3.2,8,3.9,999.9,84.7, ,74.8, ,0,I,999.9,0
58102099999,2012/8/18,33.7833333,115.7333333,40.3,bx,81.9,8,76.2,8,1006.8,8,2.3,4,5.5,8,2.9,8,7.8,999.9,89.8, ,74.5,*,0.11,G,999.9,110010
58102099999,2012/8/19,33.7833333,115.7333333,40.3,bx,80.9,8,71.1,8,1007,8,2.6,4,8.8,8,3.2,8,3.9,999.9,88, ,73.8, ,0,I,999.9,0
58102099999,2012/8/20,33.7833333,115.7333333,40.3,bx,79.7,8,72.6,8,1005.8,8,1.2,4,6.2,8,3.9,8,5.8,999.9,87.3, ,73.2,*,0.23,G,999.9,10000
58102099999,2012/8/21,33.7833333,115.7333333,40.3,bx,71.6,8,66.7,8,1012.9,8,7.8,4,10.4,8,4.6,8,7.8,999.9,75.6, ,69.1,*,0.99,G,999.9,10000
58102099999,2012/8/22,33.7833333,115.7333333,40.3,bx,68.7,8,58.7,8,1016.9,8,12.4,4,10.6,8,1.9,8,3.9,999.9,78.4, ,60.4,*,0.2,G,999.9,0
58102099999,2012/8/23,33.7833333,115.7333333,40.3,bx,74.2,8,56.9,8,1014.9,8,10.3,4,12.4,8,2.2,8,3.9,999.9,83.7, ,60.1, ,0,G,999.9,0
58102099999,2012/8/24,33.7833333,115.7333333,40.3,bx,74.3,8,61.4,8,1013.6,8,9,4,10.6,8,2.9,8,3.9,999.9,80.8, ,67.1, ,0,I,999.9,0
58102099999,2012/8/25,33.7833333,115.7333333,40.3,bx,79.6,8,67,8,1011.8,8,7.5,4,9.1,8,2.2,8,3.9,999.9,86.2, ,67.3, ,0.06,G,999.9,10000
58102099999,2012/8/26,33.7833333,115.7333333,40.3,bx,75,8,70.8,8,1009.1,8,4.8,4,8.2,8,2.9,8,3.9,999.9,80.4, ,72,*,0.48,G,999.9,10000
58102099999,2012/8/27,33.7833333,115.7333333,40.3,bx,75.6,8,70.7,8,1007,8,2.7,4,9.2,8,3.4,8,5.8,999.9,84, ,71.4, ,0.55,G,999.9,10000
58102099999,2012/8/28,33.7833333,115.7333333,40.3,bx,77.6,8,69.3,8,1005.1,8,0.5,4,7.1,8,3.6,8,3.9,999.9,84.7, ,71.4, ,0,G,999.9,0
58102099999,2012/8/29,33.7833333,115.7333333,40.3,bx,82.5,8,72,8,1007.6,8,3,4,7.1,8,3.2,8,5.8,999.9,90, ,74.3, ,0,I,999.9,0
58102099999,2012/8/30,33.7833333,115.7333333,40.3,bx,82.3,8,71,8,1009.8,8,5.1,4,7.5,8,3.9,8,5.8,999.9,89.6, ,75.9,*,0,I,999.9,0
58102099999,2012/8/31,33.7833333,115.7333333,40.3,bx,81.4,8,72.6,8,1010.7,8,6.2,4,7.8,8,4.4,8,5.8,999.9,87.3, ,75.4, ,0,G,999.9,0
58102099999,2012/9/1,33.7833333,115.7333333,40.3,bx,80.9,8,71.5,8,1008.9,8,4.6,4,12.8,8,5.6,8,5.8,999.9,88.5, ,75.6,*,0,G,999.9,10000
58102099999,2012/9/2,33.7833333,115.7333333,40.3,bx,71.1,8,65.4,8,1009.9,8,5.2,4,8.9,8,4.1,8,5.8,999.9,76.8, ,67.8,*,0.21,G,999.9,10000
58102099999,2012/9/3,33.7833333,115.7333333,40.3,bx,74.1,8,57,8,1013,8,8.1,4,15.1,8,4.9,8,7.8,999.9,84, ,67.1,*,0,G,999.9,0
58102099999,2012/9/4,33.7833333,115.7333333,40.3,bx,74.8,8,56.3,8,1017.7,8,13,4,14.4,8,2.7,8,3.9,999.9,82.8, ,66.2, ,0,I,999.9,0
58102099999,2012/9/5,33.7833333,115.7333333,40.3,bx,75.6,8,59.6,8,1018.3,8,13.8,4,13.2,8,4.9,8,5.8,999.9,84, ,67.1,*,0,I,999.9,0
58102099999,2012/9/6,33.7833333,115.7333333,40.3,bx,76.8,8,65.1,8,1015.5,8,11.2,4,10.9,8,4.6,8,7.8,999.9,84.9, ,66.6, ,0.05,G,999.9,10000
58102099999,2012/9/7,33.7833333,115.7333333,40.3,bx,75.9,8,66.3,8,1014.2,8,9.5,4,9.1,8,3.6,8,5.8,999.9,86.2, ,69.6,*,0,G,999.9,0
58102099999,2012/9/8,33.7833333,115.7333333,40.3,bx,68.3,8,62.9,8,1015,8,10.3,4,9,8,2.4,8,3.9,999.9,72.9, ,64,*,0.1,G,999.9,10000
58102099999,2012/9/9,33.7833333,115.7333333,40.3,bx,73.1,8,62,8,1015.5,8,10.9,4,10.9,8,1.7,8,3.9,999.9,81, ,63.9, ,0.07,G,999.9,0
58102099999,2012/9/10,33.7833333,115.7333333,40.3,bx,74.3,8,62.7,8,1014.3,8,9.7,4,10.9,8,3.9,8,5.8,999.9,81.3, ,65.5, ,0,G,999.9,0
58102099999,2012/9/11,33.7833333,115.7333333,40.3,bx,67.7,8,64.6,8,1011.7,8,7.3,4,4.2,8,2.9,8,3.9,999.9,70.5, ,65.7,*,1.04,G,999.9,10000
58102099999,2012/9/12,33.7833333,115.7333333,40.3,bx,66.7,8,61.5,8,1014.1,8,9.3,4,7.5,8,2.7,8,3.9,999.9,72, ,62.1,*,0.05,G,999.9,10000
58102099999,2012/9/13,33.7833333,115.7333333,40.3,bx,66.6,8,52.2,8,1016.8,8,12,4,11,8,2.9,8,5.8,999.9,77.5, ,59.2,*,0,I,999.9,0
58102099999,2012/9/14,33.7833333,115.7333333,40.3,bx,69.2,8,50.8,8,1018.2,8,13.4,4,14,8,2.2,8,3.9,999.9,81.5, ,57.4, ,0,I,999.9,0
58102099999,2012/9/15,33.7833333,115.7333333,40.3,bx,69.8,8,49.8,8,1019.8,8,15.2,4,12.4,8,2.2,8,3.9,999.9,80.8, ,58.8, ,0,I,999.9,0
58102099999,2012/9/16,33.7833333,115.7333333,40.3,bx,70.8,8,53.2,8,1018.4,8,14,4,11.8,8,2.7,8,3.9,999.9,80.6, ,59, ,0,I,999.9,0
58102099999,2012/9/17,33.7833333,115.7333333,40.3,bx,68.1,8,53.1,8,1013.7,8,9.4,4,10.1,8,2.4,8,5.8,999.9,79.3, ,59.2,*,0,I,999.9,0
58102099999,2012/9/18,33.7833333,115.7333333,40.3,bx,73.5,8,55.1,8,1011,8,6.6,4,12.8,8,3.2,8,5.8,999.9,82.4, ,58.8, ,0,I,999.9,0
58102099999,2012/9/19,33.7833333,115.7333333,40.3,bx,68.7,8,57.8,8,1011.9,8,7,4,11,8,3.9,8,7.8,999.9,83.3, ,59.9,*,0.95,G,999.9,10010
58102099999,2012/9/20,33.7833333,115.7333333,40.3,bx,70.7,8,61,8,1014.3,8,10,4,9.9,8,2.7,8,3.9,999.9,79.3, ,59.4, ,0,I,999.9,0
58102099999,2012/9/21,33.7833333,115.7333333,40.3,bx,71.5,8,62,8,1012.1,8,7.6,4,8.9,8,2.2,8,3.9,999.9,82.2, ,64.4,*,0.02,G,999.9,10000
58102099999,2012/9/22,33.7833333,115.7333333,40.3,bx,74.2,8,61.1,8,1011.9,8,7.3,4,10,8,2.2,8,3.9,999.9,83.1, ,63.9, ,0,I,999.9,0
58102099999,2012/9/23,33.7833333,115.7333333,40.3,bx,74.4,8,62.1,8,1013.3,8,8.6,4,7.5,8,2.2,8,3.9,999.9,82.6, ,66.6,*,0,I,999.9,0
58102099999,2012/9/24,33.7833333,115.7333333,40.3,bx,73.2,8,63,8,1015.8,8,11.1,4,5.2,8,3.4,8,3.9,999.9,82.4, ,65.7, ,0,I,999.9,0
58102099999,2012/9/25,33.7833333,115.7333333,40.3,bx,73.8,8,60.2,8,1017.3,8,12.6,4,11.1,8,4.4,8,5.8,999.9,81.1, ,66.6, ,0,I,999.9,0
58102099999,2012/9/26,33.7833333,115.7333333,40.3,bx,71.8,8,60.8,8,1019.3,8,14.6,4,10.5,8,2.7,8,3.9,999.9,80.1, ,64.9,*,0,G,999.9,0
58102099999,2012/9/27,33.7833333,115.7333333,40.3,bx,72.4,8,55.6,8,1018,8,13.4,4,9.7,8,3.2,8,5.8,999.9,82.4, ,60.4,*,0,G,999.9,0
58102099999,2012/9/28,33.7833333,115.7333333,40.3,bx,63.5,8,39.3,8,1021.3,8,16.7,4,14.4,8,3.6,8,9.7,999.9,74.5, ,52.9,*,0,I,999.9,0
58102099999,2012/9/29,33.7833333,115.7333333,40.3,bx,64,8,39.2,8,1019.9,8,15.3,4,11.7,8,2.2,8,7.8,999.9,76.6, ,52.3, ,0,I,999.9,0
58102099999,2012/9/30,33.7833333,115.7333333,40.3,bx,67.7,8,36.3,8,1019,8,14.5,4,12,8,2.9,8,5.8,999.9,78.3, ,52.9, ,0,I,999.9,0
58102099999,2012/10/1,33.7833333,115.7333333,40.3,bx,69.7,8,39.5,8,1018.3,8,13.7,4,13.2,8,3.2,8,3.9,999.9,81.1, ,59.4, ,0,I,999.9,0
58102099999,2012/10/2,33.7833333,115.7333333,40.3,bx,72,8,40.6,8,1016.4,8,12.1,4,12.8,8,3.4,8,3.9,999.9,81.5, ,60.1, ,0,I,999.9,0
58102099999,2012/10/3,33.7833333,115.7333333,40.3,bx,70.5,8,45.2,8,1013.5,8,8.9,4,11.7,8,3.2,8,5.8,999.9,81.1, ,58.8,*,0,I,999.9,0
58102099999,2012/10/4,33.7833333,115.7333333,40.3,bx,69.6,8,50.8,8,1016.2,8,11.5,4,8,8,1.2,8,1.9,999.9,79, ,58.1, ,0,I,999.9,0
58102099999,2012/10/5,33.7833333,115.7333333,40.3,bx,67.9,8,54.6,8,1019.8,8,14.9,4,8.4,8,1.7,8,3.9,999.9,75.7, ,61,*,0,I,999.9,0
58102099999,2012/10/6,33.7833333,115.7333333,40.3,bx,69,8,51.3,8,1023.5,8,18.8,4,5.7,8,1.9,8,1.9,999.9,78.4, ,60.4, ,0,I,999.9,0
58102099999,2012/10/7,33.7833333,115.7333333,40.3,bx,69.5,8,52.7,8,1022.5,8,18,4,9.2,8,3.6,8,5.8,999.9,77.7, ,62.2, ,0,I,999.9,0
