商品编码,商品名称,年份,第一计量单位编码,第一计量单位名称,第二计量单位编码,第二计量单位名称
000738,化学改性动植物或微生物油脂等；混合制非食用油脂等,2025,9,千克,?,?
000739,粗甘油；甘油水及甘油碱液,2025,9,千克,?,?
000740,植物蜡,2025,9,千克,?,?
000741,蜂蜡、其他虫蜡及鲸蜡,2025,9,千克,?,?
000742,油鞣回收脂；处理油脂物质及动植物蜡剩残渣,2025,9,千克,?,?
000743,肉、杂碎、动物血或昆虫制香肠等产品；香肠制食品,2025,9,千克,?,?
000744,均化食品,2025,9,千克,?,?
000745,制作或保藏的动物肝,2025,9,千克,?,?
000746,制作或保藏的火鸡,2025,9,千克,?,?
000747,制作或保藏的鸡,2025,9,千克,?,?
000748,其他制作或保藏的家禽肉及食用杂碎,2025,9,千克,?,?
000749,制作或保藏的猪后腿及其肉块,2025,9,千克,?,?
000750,制作或保藏的猪前腿及其肉块,2025,9,千克,?,?
000751,其他制作或保藏的猪肉及杂碎,2025,9,千克,?,?
000752,其他制作或保藏的牛肉及杂碎,2025,9,千克,?,?
000753,其他制作或保藏的肉、食用杂碎、动物血或昆虫,2025,9,千克,?,?
000754,肉、鱼、甲壳、软体动物等动物的精及汁,2025,9,千克,?,?
000755,制作或保藏的鲑鱼，整条或切块,2025,9,千克,?,?
000756,"制作或保藏的鲱鱼, 整条或切块",2025,9,千克,?,?
000757,"制作或保藏的沙丁鱼、小沙丁鱼属、黍鲱或西鲱, 整条或切块",2025,9,千克,?,?
000758,制作或保藏的金枪鱼、鲣及狐鲣（狐鲣属），整条或切块,2025,9,千克,?,?
000759,"制作或保藏的鲭鱼, 整条或切块",2025,9,千克,?,?
000760,"制作或保藏的?鱼, 整条或切块",2025,9,千克,?,?
000761,制作或保藏的鳗鱼（鳗鲡属），整条或切块,2025,9,千克,?,?
000762,制作或保藏的鲨鱼翅,2025,9,千克,?,?
000763,其他制作或保藏的鱼，整条或切块,2025,9,千克,?,?
000764,绞碎制作或保藏的鱼,2025,9,千克,?,?
000765,鲟鱼子酱,2025,9,千克,?,?
000766,鲟鱼子酱代用品,2025,9,千克,?,?
000767,制作或保藏的蟹,2025,9,千克,?,?
000768,非密封包装制作或保藏的小虾及对虾,2025,9,千克,?,?
000769,其他制作或保藏的小虾及对虾,2025,9,千克,?,?
000770,制作或保藏的龙虾,2025,9,千克,?,?
000771,其他制作或保藏的甲壳动物,2025,9,千克,?,?
000772,制作或保藏的牡蛎（蚝）,2025,9,千克,?,?
000773,制作或保藏的扇贝，包括海扇,2025,9,千克,?,?
000774,制作或保藏的贻贝,2025,9,千克,?,?
000775,制作或保藏的墨鱼及鱿鱼,2025,9,千克,?,?
000776,制作或保藏的章鱼,2025,9,千克,?,?
000777,制作或保藏的蛤、鸟蛤及舟贝,2025,9,千克,?,?
000778,制作或保藏的鲍鱼,2025,9,千克,?,?
000779,制作或保藏的蜗牛及螺，海螺除外,2025,9,千克,?,?
000780,其他制作或保藏的软体动物,2025,9,千克,?,?
000781,制作或保藏的海参,2025,9,千克,?,?
000782,制作或保藏的海胆,2025,9,千克,?,?
000783,制作或保藏的海蜇,2025,9,千克,?,?
000784,其他制作或保藏的水生无脊椎动物,2025,9,千克,?,?
000785,甜菜原糖，未加香料或着色剂,2025,9,千克,?,?
000786,"非离心甘蔗糖，符合本章子目注释2所述标准, 未加香料或着色剂",2025,9,千克,?,?
000787,"其他甘蔗糖, 未加香料或着色剂",2025,9,千克,?,?
000788,加香料或着色剂的甘蔗糖、甜菜糖及化学纯蔗糖,2025,9,千克,?,?
000789,其他精制糖及化学纯蔗糖,2025,9,千克,?,?
000790,无水乳糖，重量计干燥状态的乳糖含量≥99％,2025,9,千克,?,?
000791,其他乳糖及乳糖浆,2025,9,千克,?,?
000792,槭糖及槭糖浆,2025,9,千克,?,?
000793,葡萄糖及葡萄糖浆，果糖＜20％,2025,9,千克,?,?
000794,葡萄糖及糖浆，20％≤果糖＜50％，转化糖除外,2025,9,千克,?,?
000795,化学纯果糖,2025,9,千克,?,?
000796,果糖及果糖浆，果糖＞50％，转化糖除外,2025,9,千克,?,?
000797,其他固体糖及未加香料或着色剂的糖浆,2025,9,千克,?,?
000798,甘蔗糖蜜,2025,9,千克,?,?
000799,其他糖蜜,2025,9,千克,?,?
000800,口香糖，不论是否裹糖,2025,9,千克,?,?
000801,不含可可的糖食（口香糖除外）,2025,9,千克,?,?
000802,整颗或破碎的可可豆，生的或焙炒的,2025,9,千克,?,?
000803,可可荚、壳、皮及废料,2025,9,千克,?,?
000804,未脱脂可可膏,2025,9,千克,?,?
000805,全脱脂或部分脱脂可可膏,2025,9,千克,?,?
000806,可可脂、可可油,2025,9,千克,?,?
000807,未加糖或其他甜物质的可可粉,2025,9,千克,?,?
000808,含糖或其他甜物质的可可粉,2025,9,千克,?,?
000809,其他重量＞2kg的含可可食品，,2025,9,千克,?,?
000810,条块状含可可的夹心食品，重量≤2kg,2025,9,千克,?,?
000811,条块状含可可的非夹心食品，重量≤2kg,2025,9,千克,?,?
000812,未列名含可可的食品,2025,9,千克,?,?
000813,供婴幼儿食用的零售包装食品,2025,9,千克,?,?
000814,供焙烘1905所列面包糕饼用的调制品及面团,2025,9,千克,?,?
000815,麦精；未列名的食品,2025,9,千克,?,?
000816,含蛋生面食，未包馅或未经其他方法制作,2025,9,千克,?,?
000817,其他生面食，未包馅或未经其他方法制作,2025,9,千克,?,?
000818,包馅面食，不论是否烹煮或经其他方法制作,2025,9,千克,?,?
000819,其他面食,2025,9,千克,?,?
000820,古斯古斯面食,2025,9,千克,?,?
000821,珍粉及淀粉制成的珍粉代用品,2025,9,千克,?,?
000822,谷物或谷物产品经膨化或烘炒所得的食品,2025,9,千克,?,?
000823,未烘炒谷物片或其与烘炒或膨化谷物制成食品,2025,9,千克,?,?
000824,碾碎的干小麦,2025,9,千克,?,?
000825,其他预煮或经其他方法制作谷物（玉米除外）,2025,9,千克,?,?
000826,黑麦脆面包片,2025,9,千克,?,?
000827,姜饼及类似品,2025,9,千克,?,?
000828,甜饼干,2025,9,千克,?,?
000829,华夫饼干及圣餐饼,2025,9,千克,?,?
000830,面包干、吐司及类似的烤面包,2025,9,千克,?,?
000831,未列名焙烘糕饼；装药空囊、封缄、糯米纸等,2025,9,千克,?,?
000832,用醋或醋酸制作或保藏的黄瓜及小黄瓜,2025,9,千克,?,?
000833,其他用醋制作蔬菜、果品及植物其他食用部分,2025,9,千克,?,?
000834,非醋方法制作或保藏的整个或切片番茄,2025,9,千克,?,?
000835,非醋方法制作或保藏的绞碎番茄,2025,9,千克,?,?
000836,非醋方法制作或保藏的伞菌属蘑菇,2025,9,千克,?,?
000837,其他制作或保藏的蘑菇及块菌,2025,9,千克,?,?
000838,非醋方法制作或保藏的冷冻马铃薯,2025,9,千克,?,?
000839,非醋方法制作或保藏的冷冻蔬菜及什锦蔬菜,2025,9,千克,?,?
000840,均化蔬菜,2025,9,千克,?,?
000841,非醋方法制作或保藏的未冷冻马铃薯,2025,9,千克,?,?
000842,非醋方法制作或保藏的未冷冻冻豌豆,2025,9,千克,?,?
000843,非醋方法制作的未冷冻脱荚豇豆及菜豆,2025,9,千克,?,?
000844,非醋方法制作的未冷冻未脱荚豇豆及菜豆,2025,9,千克,?,?
000845,非醋方法制作或保藏的未冷冻芦笋,2025,9,千克,?,?
000846,非醋方法制作或保藏的油橄榄,2025,9,千克,?,?
000847,非醋方法制作或保藏的甜玉米,2025,9,千克,?,?
000848,非醋方法制作或保藏的未冷冻竹笋,2025,9,千克,?,?
000849,其他非醋制作的未冷冻蔬菜及什锦蔬菜,2025,9,千克,?,?
000850,糖渍蔬菜、水果、坚果、果皮及植物其他部分,2025,9,千克,?,?
000851,均化食品,2025,9,千克,?,?
000852,柑桔属水果制果酱、果冻、果泥及果膏,2025,9,千克,?,?
000853,非柑桔属水果制果酱、果冻、果泥及果膏,2025,9,千克,?,?
000854,其他制作或保藏的花生,2025,9,千克,?,?
000855,其他制作或保藏的坚果及其他子仁,2025,9,千克,?,?
000856,其他制作或保藏的菠萝,2025,9,千克,?,?
000857,其他制作或保藏的柑桔属水果,2025,9,千克,?,?
000858,其他制作或保藏的梨,2025,9,千克,?,?
000859,其他制作或保藏的杏,2025,9,千克,?,?
000860,其他制作或保藏的樱桃,2025,9,千克,?,?
000861,其他制作或保藏的桃，包括油桃,2025,9,千克,?,?
000862,其他制作或保藏的草莓,2025,9,千克,?,?
000863,其他制作或保藏的棕榈芯,2025,9,千克,?,?
000864,其他制作或保藏的蔓越橘、越橘,2025,9,千克,?,?
000865,其他制作或保藏的什锦果实,2025,9,千克,?,?
000866,其他制作或保藏的水果、坚果及植物食用部分,2025,9,千克,?,?
000867,冷冻橙汁,2025,9,千克,?,?
000868,非冷冻橙汁，白利糖度值≤20,2025,9,千克,?,?
000869,其他橙汁,2025,9,千克,?,?
000870,葡萄柚汁及柚汁，白利糖度值≤20,2025,9,千克,?,?
000871,葡萄柚汁及柚汁，白利糖度值＞20,2025,9,千克,?,?
000872,未混合柑桔属水果汁，白利糖度值≤20,2025,9,千克,?,?
000873,其他未混合柑桔属水果汁,2025,9,千克,?,?
000874,菠萝汁，白利糖度值≤20,2025,9,千克,?,?
000875,其他菠萝汁,2025,9,千克,?,?
000876,番茄汁,2025,9,千克,?,?
000877,葡萄汁，白利糖度值≤30,2025,9,千克,?,?
000878,其他葡萄汁,2025,9,千克,?,?
000879,苹果汁，白利糖度值≤20,2025,9,千克,?,?
000880,其他苹果汁,2025,9,千克,?,?
000881,蔓越橘汁、越橘汁,2025,9,千克,?,?
000882,其他未混合的水果汁、坚果汁或蔬菜汁,2025,9,千克,?,?
000883,混合水果汁、蔬菜汁、坚果汁及水果、蔬菜或坚果的混合汁,2025,9,千克,?,?
000884,咖啡的浓缩精汁,2025,9,千克,?,?
000885,以咖啡浓缩精汁或以咖啡为基本成分的制品,2025,9,千克,?,?
000886,以茶、马黛茶及其浓缩精汁为基本成分的制品,2025,9,千克,?,?
000887,烘焙菊苣和其他烘焙咖啡代用品及其浓缩精汁,2025,9,千克,?,?
000888,活性酵母,2025,9,千克,?,?
000889,非活性酵母；已死的其他单细胞微生物,2025,9,千克,?,?
000890,发酵粉,2025,9,千克,?,?
000891,酱油,2025,9,千克,?,?
000892,番茄沙司及其他番茄调味汁,2025,9,千克,?,?
000893,芥子粉及其调制品,2025,9,千克,?,?
000894,其他调味汁及其制品；混合调味品,2025,9,千克,?,?
000895,汤料及其制品,2025,9,千克,?,?
000896,均化混合食品,2025,9,千克,?,?
000897,冰淇淋及其他冰制食品；不论是否含可可,2025,9,千克,?,?
000898,浓缩蛋白质及人造蛋白物质,2025,9,千克,?,?
000899,未列名食品,2025,9,千克,?,?
000900,未加味、加糖或其他甜物质的矿泉水及汽水,2025,7,升,9,千克
000901,其他未加味、加糖或其他甜物质的水；冰及雪,2025,37,千升,9,千克
000902,加味、加糖或其他甜物质的水,2025,7,升,9,千克
000903,无醇啤酒,2025,7,升,9,千克
000904,其他无酒精饮料,2025,7,升,9,千克
000905,麦芽酿造的啤酒,2025,7,升,9,千克
000906,葡萄汽酒,2025,7,升,9,千克
000907,装入≤2升的容器的鲜葡萄酿造的酒,2025,7,升,9,千克
000908,装入2升以上但不超过10升容器的鲜葡萄酿造的酒(未加香料),2025,7,升,9,千克
000909,装入10升以上容器的鲜葡萄酿造的酒(未加香料),2025,7,升,9,千克
000910,2009以外的酿酒葡萄汁,2025,7,升,9,千克
000911,装入≤2升的容器的味美思酒等酒,2025,7,升,9,千克
000912,装入＞2升的容器的味美思酒等酒,2025,7,升,9,千克
000913,其他发酵饮料（例如，苹果酒、梨酒、蜂蜜酒、清酒）；其他品目未列名的发酵饮料的混合物及发酵饮料与无酒精饮料的混合物,2025,7,升,9,千克
000914,未改性乙醇，按容量计酒精浓度≥80％,2025,7,升,9,千克
000915,任何浓度的改性乙醇及其他酒精,2025,7,升,9,千克
000916,蒸馏葡萄酒制得的烈性酒,2025,7,升,9,千克
000917,威士忌酒,2025,7,升,9,千克
000918,朗姆酒及蒸馏已发酵甘蔗产品制得的烈性酒,2025,7,升,9,千克
000919,杜松子酒,2025,7,升,9,千克
000920,伏特加酒,2025,7,升,9,千克
000921,利口酒及柯迪尔酒,2025,7,升,9,千克
000922,浓度＜80％的未改性乙醇；其他酒精饮料,2025,7,升,9,千克
000923,醋及用醋酸制得的醋代用品,2025,7,升,9,千克
000924,非食用肉、杂碎的渣粉及团粒；油渣,2025,9,千克,?,?
000925,非食用鱼、甲壳及软体动物等的渣粉及团粒,2025,9,千克,?,?
000926,玉米的糠、麸及其他残渣,2025,9,千克,?,?
000927,小麦的糠、麸及其他残渣,2025,9,千克,?,?
000928,其他谷物的糠、麸及其他残渣,2025,9,千克,?,?
000929,豆类植物的糠、麸及其他残渣,2025,9,千克,?,?
000930,制造淀粉过程中的残渣及类似的残渣,2025,9,千克,?,?
000931,甜菜渣、甘蔗渣及制糖过程中的其他残渣,2025,9,千克,?,?
000932,酿造及蒸馏过程中的糟粕及残渣,2025,9,千克,?,?
000933,提炼豆油所得的油渣饼及其他固体残渣,2025,9,千克,?,?
000934,提炼花生油所得的油渣饼及其他固体残渣,2025,9,千克,?,?
000935,棉子的油渣饼及其他固体残渣,2025,9,千克,?,?
000936,亚麻子的油渣饼及其他固体残渣,2025,9,千克,?,?
000937,葵花子的油渣饼及其他固体残渣,2025,9,千克,?,?
000938,低芥子酸油菜子的油渣饼及其他固体残渣,2025,9,千克,?,?
000939,其他油菜子的油渣饼及其他固体残渣,2025,9,千克,?,?
000940,椰子或干椰肉的油渣饼及其他固体残渣,2025,9,千克,?,?
000941,油棕果或油棕仁的油渣饼及其他固体残渣,2025,9,千克,?,?
000942,未列名提炼植物或微生物油脂所得的油渣饼及其他固体残渣,2025,9,千克,?,?
000943,葡萄酒渣；粗酒石,2025,9,千克,?,?
000944,动物饲料用未列名的植物原料、废料、残渣等,2025,9,千克,?,?
000945,零售包装的狗食或猫食饲料,2025,9,千克,?,?
000946,其他配制的动物饲料,2025,9,千克,?,?
000947,未去梗的烟草,2025,9,千克,?,?
000948,部分或全部去梗的烟草,2025,9,千克,?,?
000949,烟草废料,2025,9,千克,?,?
000950,烟草制的雪茄烟,2025,9,千克,31,千支
000951,烟草制的卷烟,2025,9,千克,31,千支
000952,烟草代用品制成的雪茄烟及卷烟,2025,9,千克,31,千支
000953,本章子目注释所述的水烟料,2025,9,千克,?,?
000954,其他供吸用的烟草，不论是否含有任何比例的烟草代用品,2025,9,千克,?,?
000955,“均化”或“再造”烟草,2025,9,千克,?,?
000956,其他烟草或烟草代用品的制品；烟草精汁,2025,9,千克,?,?
000957,含烟草或再造烟草的非经燃烧吸用的产品,2025,9,千克,?,?
000958,其他含尼古丁的非经燃烧吸用的产品,2025,9,千克,?,?
000959,其他非经燃烧吸用的产品,2025,9,千克,?,?
000960,其他经口腔摄入尼古丁的含尼古丁的产品,2025,9,千克,?,?
000961,其他经皮肤摄入尼古丁的含尼古丁的产品,2025,9,千克,?,?
000962,未列名供人体摄入尼古丁的含尼古丁的产品,2025,9,千克,?,?
000963,盐（包括精制盐及变性盐）及纯氯化钠,2025,9,千克,?,?
000964,未焙烧的黄铁矿,2025,9,千克,?,?
000965,各种硫磺，但升华、沉淀及胶态硫磺除外,2025,9,千克,?,?
000966,粉末或粉片天然石墨,2025,9,千克,?,?
000967,天然石墨（粉末或粉片除外）,2025,9,千克,?,?
000968,硅砂及石英砂,2025,9,千克,?,?
000969,其他天然砂,2025,9,千克,?,?
000970,石英,2025,9,千克,?,?
000971,石英岩,2025,9,千克,?,?
000972,高岭土及类似土，不论是否锻烧,2025,9,千克,?,?
000973,膨润土,2025,9,千克,?,?
000974,耐火黏土,2025,9,千克,?,?
000975,其他黏土,2025,9,千克,?,?
000976,红柱石、蓝晶石及硅线石,2025,9,千克,?,?
000977,富铝红柱石,2025,9,千克,?,?
000978,火泥及第纳斯土,2025,9,千克,?,?
000979,白垩,2025,9,千克,?,?
000980,未碾磨天然磷酸（铝）钙及磷酸盐白垩,2025,9,千克,?,?
000981,已碾磨天然磷酸（铝）钙及磷酸盐白垩,2025,9,千克,?,?
000982,天然硫酸钡（重晶石）,2025,9,千克,?,?
000983,天然碳酸钡（毒重石）,2025,9,千克,?,?
000984,硅质化石粗粉等硅质土，其表观比重≤2,2025,9,千克,?,?
000985,浮石,2025,9,千克,?,?
000986,刚玉岩；天然刚玉砂；石榴石及其他天然磨料,2025,9,千克,?,?
000987,板岩,2025,9,千克,?,?
000988,原状或粗加修整的大理石及石灰华,2025,9,千克,?,?
000989,用锯或其他方法切割成矩形的大理石及石灰华,2025,9,千克,?,?
000990,其他石灰质碑用或建筑用石；蜡石,2025,9,千克,?,?
000991,原状或粗加修整的花岗岩,2025,9,千克,?,?
000992,仅用锯或其他方法切割成矩形板、块的花岗岩,2025,9,千克,?,?
000993,砂岩,2025,9,千克,?,?
000994,其他碑用或建筑用石,2025,9,千克,?,?
000995,卵石、砾石及碎石，圆石子及燧石,2025,9,千克,?,?
000996,矿渣、浮渣及类似的工业残渣,2025,9,千克,?,?
000997,沥青碎石,2025,9,千克,?,?
000998,大理石的碎粒、碎屑及粉末,2025,9,千克,?,?
000999,2515及2516所列各种石料的碎粒、碎屑及粉末,2025,9,千克,?,?
001000,未煅烧或烧结白云石,2025,9,千克,?,?
001001,已煅烧或烧结白云石,2025,9,千克,?,?
001002,天然碳酸镁（菱镁矿）,2025,9,千克,?,?
001003,熔凝镁氧矿；烧结镁氧矿；其他氧化镁,2025,9,千克,?,?
001004,生石膏；硬石膏,2025,9,千克,?,?
001005,熟石膏,2025,9,千克,?,?
001006,石灰石助熔剂；用于制造石灰或水泥的钙质石,2025,9,千克,?,?
001007,生石灰,2025,9,千克,?,?
001008,熟石灰,2025,9,千克,?,?
001009,水硬石灰,2025,9,千克,?,?
001010,水泥熟料,2025,9,千克,?,?
001011,白水泥，不论是否人工着色,2025,9,千克,?,?
001012,其他硅酸盐水泥,2025,9,千克,?,?
001013,矾土水泥,2025,9,千克,?,?
001014,其他水凝水泥,2025,9,千克,?,?
001015,青石棉,2025,9,千克,?,?
001016,其他石棉,2025,9,千克,?,?
001017,原状云母及劈开的云母片,2025,9,千克,?,?
001018,云母粉,2025,9,千克,?,?
001019,云母废料,2025,9,千克,?,?
001020,未破碎及未研粉的天然冻石、滑石,2025,9,千克,?,?
001021,已破碎或已研粉的天然冻石、滑石,2025,9,千克,?,?
001022,天然硼酸盐及其精矿(不论是否煅烧)，但不包括从天然盐水析离的硼酸盐；天然粗硼酸，含硼酸干重不超过85％,2025,9,千克,?,?
001023,长石,2025,9,千克,?,?
001024,按重量计氟化钙含量≤97％的萤石,2025,9,千克,?,?
001025,按重量计氟化钙含量＞97％的萤石,2025,9,千克,?,?
001026,白榴石；霞石及霞石正长岩,2025,9,千克,?,?
001027,未膨胀的蛭石、珍珠岩石及绿泥石,2025,9,千克,?,?
001028,硫镁矾矿及泻盐矿（天然硫酸镁）,2025,9,千克,?,?
001029,未列名矿产品,2025,9,千克,?,?
001030,未烧结的铁矿砂及其精矿，焙烧黄铁矿除外,2025,9,千克,?,?
001031,已烧结的铁矿砂及其精矿,2025,9,千克,?,?
001032,焙烧黄铁矿,2025,9,千克,?,?
001033,锰矿砂及其精矿,2025,9,千克,?,?
001034,铜矿砂及其精矿,2025,9,千克,?,?
001035,镍矿砂及其精矿,2025,9,千克,?,?
001036,钴矿砂及其精矿,2025,9,千克,?,?
001037,铝矿砂及其精矿,2025,9,千克,?,?
001038,铅矿砂及其精矿,2025,9,千克,?,?
001039,锌矿砂及其精矿,2025,9,千克,?,?
001040,锡矿砂及其精矿,2025,9,千克,?,?
001041,铬矿砂及其精矿,2025,9,千克,?,?
001042,钨矿砂及其精矿,2025,9,千克,?,?
001043,铀矿砂及其精矿,2025,9,千克,?,?
001044,钍矿砂及其精矿,2025,9,千克,?,?
001045,已焙烧的钼矿砂及其精矿,2025,9,千克,?,?
001046,其他钼矿砂及其精矿,2025,9,千克,?,?
001047,钛矿砂及其精矿,2025,9,千克,?,?
001048,锆矿砂及其精矿,2025,9,千克,?,?
001049,铌、钽、钒矿砂及其精矿,2025,9,千克,?,?
001050,银矿砂及其精矿,2025,9,千克,?,?
001051,其他贵金属矿砂及其精矿,2025,9,千克,?,?
001052,锑矿砂及其精矿,2025,9,千克,?,?
001053,未列名矿砂及其精矿,2025,9,千克,?,?
001054,冶炼钢铁所产生的粒状熔渣（熔渣砂）,2025,9,千克,?,?
001055,冶炼钢铁所产生的熔渣、浮渣、氧化皮等废料,2025,9,千克,?,?
001056,主要含硬锌的矿渣、矿灰及残渣,2025,9,千克,?,?
001057,其他主要含锌的矿渣、矿灰及残渣,2025,9,千克,?,?
001058,主要含铅汽油的淤渣及含铅抗震化合物的淤渣,2025,9,千克,?,?
001059,其他主要含铅的淤渣及含铅抗震化合物的淤渣,2025,9,千克,?,?
001060,主要含铜的矿渣、矿灰及残渣,2025,9,千克,?,?
001061,主要含铝的矿渣、矿灰及残渣,2025,9,千克,?,?
001062,含砷、汞、铊及其混合物的矿渣、矿灰及残渣,2025,9,千克,?,?
001063,含锑、铍、镉、铬及其混合物的矿渣矿灰残渣,2025,9,千克,?,?
001064,其他含有金属或金属化合物的矿渣矿灰及残渣,2025,9,千克,?,?
001065,焚化城市垃圾所产生的灰、渣,2025,9,千克,?,?
001066,其他矿渣及矿灰，包括海藻灰（海草灰）,2025,9,千克,?,?
001067,无烟煤,2025,9,千克,?,?
001068,烟煤,2025,9,千克,?,?
001069,其他煤,2025,9,千克,?,?
001070,煤砖、煤球及用煤制成的类似固体燃料,2025,9,千克,?,?
001071,褐煤，不论是否粉化，但未制成型,2025,9,千克,?,?
001072,制成型的褐煤,2025,9,千克,?,?
001073,泥煤（包括肥料用泥煤），不论是否制成型,2025,9,千克,?,?
001074,煤、褐煤或泥煤制成的焦炭及半焦炭；甑炭,2025,9,千克,?,?
001075,煤气、水煤气、炉煤气及类似气体,2025,9,千克,?,?
001076,从煤、褐煤或泥煤蒸馏所得的焦油等矿物焦油,2025,9,千克,?,?
001077,粗苯,2025,9,千克,?,?
001078,粗甲苯,2025,9,千克,?,?
001079,粗二甲苯,2025,9,千克,?,?
001080,萘,2025,9,千克,?,?
001081,其他芳烃混合物，根据ISO 3405方法（等同于ASTM D 86方法），温度在250℃时的馏出量以体积计（包括损耗）在65％及以上,2025,9,千克,7,升
001082,杂酚油,2025,9,千克,?,?
001083,其他蒸馏高温煤焦油所得油类等产品及类似品,2025,9,千克,?,?
001084,沥青,2025,9,千克,?,?
001085,沥青焦,2025,9,千克,?,?
001086,石油原油及从沥青矿物提取的原油,2025,9,千克,8,桶
001087,轻油及其制品， 不含生物柴油,2025,9,千克,?,?
001088,其他石油及从沥青矿物提取的油类（但原油除外）以及以上述油为基本成分的未列名制品，不含有生物柴油,2025,9,千克,?,?
001089,"石油及从沥青矿物提取的油类（但原油除外）以及上述油为基本成分(按重量计不低于70%)的其他品目未列名制品，含有生物柴油,但废油除外",2025,9,千克,7,升
001090,含多氯联苯、多氯三联苯或多溴联苯的废油,2025,9,千克,?,?
001091,其他废油,2025,9,千克,?,?
001092,液化天然气,2025,9,千克,?,?
001093,液化丙烷,2025,9,千克,?,?
001094,液化丁烷,2025,9,千克,?,?
001095,液化乙烯、丙烯、丁烯及丁二烯,2025,9,千克,?,?
001096,未列名液化石油气及其他烃类气,2025,9,千克,?,?
001097,天然气,2025,9,千克,?,?
001098,气态石油气及其他烃类气,2025,9,千克,?,?
001099,凡士林,2025,9,千克,?,?
001100,石蜡，按重量计含油量＜0.75％,2025,9,千克,?,?
001101,矿物蜡及用合成等方法制得的类似产品,2025,9,千克,?,?
001102,未煅烧石油焦,2025,9,千克,?,?
001103,已煅烧石油焦,2025,9,千克,?,?
001104,石油沥青,2025,9,千克,?,?
001105,其他石油或从沥青矿物提取油类的残渣,2025,9,千克,?,?
001106,沥青页岩、油页岩及焦油砂,2025,9,千克,?,?
001107,天然沥青（地沥青）、沥青岩,2025,9,千克,?,?
001108,以天然沥青等为基本成分的沥青混合物,2025,9,千克,7,升
001109,电力,2025,58,千瓦时,?,?
001110,氯,2025,9,千克,?,?
001111,碘,2025,9,千克,?,?
001112,氟；溴,2025,9,千克,?,?
001113,升华硫磺、沉淀硫磺；胶态硫磺,2025,9,千克,?,?
001114,碳（碳黑及其他编码未列名的其他形态的碳）,2025,9,千克,?,?
001115,氢,2025,9,千克,6,立方米
001116,氩,2025,9,千克,6,立方米
001117,其他稀有气体,2025,9,千克,6,立方米
001118,氮,2025,9,千克,6,立方米
001119,氧,2025,9,千克,6,立方米
001120,硼；碲,2025,9,千克,?,?
001121,含硅量不少于99.99%的硅,2025,9,千克,?,?
001122,其他硅,2025,9,千克,?,?
001123,磷,2025,9,千克,?,?
001124,砷,2025,9,千克,?,?
001125,硒,2025,9,千克,?,?
001126,钠,2025,9,千克,?,?
001127,钙,2025,9,千克,?,?
001128,其他碱金属及碱土金属,2025,9,千克,?,?
001129,稀土金属、钪及钇,2025,9,千克,?,?
001130,汞,2025,9,千克,?,?
001131,氯化氢（盐酸）,2025,9,千克,?,?
001132,氯磺酸,2025,9,千克,?,?
001133,硫酸；发烟硫酸,2025,9,千克,?,?
001134,硝酸；磺硝酸,2025,9,千克,?,?
001135,五氧化二磷,2025,9,千克,?,?
001136,磷酸及多磷酸,2025,9,千克,?,?
001137,硼的氧化物；硼酸,2025,9,千克,?,?
001138,氟化氢（氢氟酸）,2025,9,千克,?,?
001139,氰化氢（氢氰酸）,2025,9,千克,?,?
001140,未列名无机酸,2025,9,千克,?,?
001141,二氧化碳,2025,9,千克,?,?
001142,二氧化硅,2025,9,千克,?,?
001143,未列名非金属无机氧化物,2025,9,千克,?,?
001144,碳酰二氯（光气）,2025,9,千克,?,?
001145,氧氯化磷,2025,9,千克,?,?
001146,三氯化磷,2025,9,千克,?,?
001147,五氯化磷,2025,9,千克,?,?
001148,一氯化硫,2025,9,千克,?,?
001149,二氯化硫,2025,9,千克,?,?
001150,亚硫酰氯,2025,9,千克,?,?
001151,其他非金属氯化物及氯氧化物,2025,9,千克,?,?
001152,未列名非金属卤化物及卤氧化物,2025,9,千克,?,?
001153,二硫化碳,2025,9,千克,?,?
001154,未列名非金属硫化物；商品三硫化二磷,2025,9,千克,?,?
001155,氨,2025,9,千克,?,?
001156,氨水,2025,9,千克,?,?
001157,固体氢氧化钠,2025,9,千克,?,?
001158,水溶液（氢氧化钠浓溶液及液体烧碱）,2025,9,千克,?,?
001159,氢氧化钾（苛性钾）,2025,9,千克,?,?
001160,过氧化钠及过氧化钾,2025,9,千克,?,?
001161,氢氧化镁及过氧化镁,2025,9,千克,?,?
001162,锶或钡的氧化物、氢氧化物及过氧化物,2025,9,千克,?,?
001163,氧化锌及过氧化锌,2025,9,千克,?,?
001164,人造刚玉，不论是否已有化学定义,2025,9,千克,?,?
001165,氧化铝，但人造刚玉除外,2025,9,千克,?,?
001166,氢氧化铝,2025,9,千克,?,?
001167,三氧化铬,2025,9,千克,?,?
001168,未列名铬的氧化物及氢氧化物,2025,9,千克,?,?
001169,二氧化锰,2025,9,千克,?,?
001170,未列名锰的氧化物,2025,9,千克,?,?
001171,铁的氧化物及氢氧化物,2025,9,千克,?,?
001172,土色料，按重量计三氧化二铁含量≥70％,2025,9,千克,?,?
001173,钴的氧化物及氢氧化物；商品氧化钴,2025,9,千克,?,?
001174,钛的氧化物,2025,9,千克,?,?
001175,氧化铅（铅黄、黄丹）,2025,9,千克,?,?
001176,其他铅的氧化物；铅丹及铅橙,2025,9,千克,?,?
001177,肼、胲及其无机盐,2025,9,千克,?,?
001178,锂的氧化物及氢氧化物,2025,9,千克,?,?
